filename,lamb_Q3,lamb_Q2,lamb_Q1,R1_Count,Wrong_Count,Non_R1_Count
n01440764_16072.JPEG,8.91025,6.8355,3.93225,74,2,4
n01440764_1608.JPEG,7.5375,4.252,1.44675,66,11,3
n01440764_16090.JPEG,7.98075,4.2125,2.46475,75,4,1
n01440764_16192.JPEG,7.66875,4.594,1.75175,67,6,7
n01440764_16220.JPEG,4.5175,3.4575,1.5835,70,5,5
n01440764_16348.JPEG,8.594,4.952,3.1505,76,2,2
n01440764_1656.JPEG,6.16875,2.542,0.998,64,9,7
n01440764_1657.JPEG,4.55725,1.736,0.88375,51,10,19
n01440764_1666.JPEG,6.2115,3.6035,1.14725,68,6,6
n01440764_16857.JPEG,5.16425,2.8565,1.59825,72,4,4
n01440764_16906.JPEG,8.27625,5.3515,3.14575,70,6,4
n01440764_16957.JPEG,5.30625,2.488,0.608,60,15,5
n01440764_16969.JPEG,2.46375,0.958,0.46975,41,22,17
n01440764_16982.JPEG,6.137,2.1035,0.9285,62,10,8
n01440764_1703.JPEG,3.865,2.225,0.955,52,20,8
n01440764_17050.JPEG,9.2555,6.9115,1.79775,70,8,2
n01440764_17058.JPEG,7.57,4.634,2.287,70,5,5
n01440764_1713.JPEG,6.323,2.8525,0.795,63,13,4
n01440764_17174.JPEG,10.52425,8.339,4.81575,67,9,4
n01440764_172.JPEG,4.23175,2.69,1.1855,60,4,16
n01440764_1735.JPEG,8.0755,4.713,1.74975,63,13,4
n01440764_17454.JPEG,7.96775,5.027,2.1015,74,5,1
n01440764_17501.JPEG,7.8155,5.303,2.95175,68,7,5
n01440764_17514.JPEG,7.4065,4.7285,2.16325,66,8,6
n01440764_1764.JPEG,6.19775,3.2015,1.78625,71,5,4
n01440764_1766.JPEG,3.55425,0.9835,0.502,47,26,7
n01440764_1770.JPEG,6.5255,3.112,0.9125,65,12,3
n01440764_1775.JPEG,7.7875,4.407,1.533,64,10,6
n01440764_1778.JPEG,7.21225,4.0245,1.889,73,4,3
n01440764_17782.JPEG,8.1095,4.7145,2.69275,75,5,0
n01440764_17789.JPEG,6.111,3.444,1.4405,73,5,2
n01440764_17896.JPEG,8.64475,4.937,2.30475,67,7,6
n01440764_17921.JPEG,4.96475,2.495,0.8655,66,11,3
n01440764_17927.JPEG,8.36625,5.698,2.12725,65,7,8
n01440764_1793.JPEG,8.7645,5.525,2.744,66,7,7
n01440764_1798.JPEG,4.38275,0.905,0.38725,53,8,19
n01440764_18.JPEG,7.625,5.1185,2.8555,76,4,0
n01440764_18128.JPEG,8.121,5.762,4.117,76,4,0
n01440764_18220.JPEG,2.95725,1.5575,0.90875,21,33,26
n01440764_1827.JPEG,8.81575,5.018,2.25875,70,8,2
n01440764_18592.JPEG,5.9705,3.11,0.877,68,8,4
n01440764_1869.JPEG,5.85675,4.153,2.75825,1,17,62
n01440764_188.JPEG,6.52275,4.0975,1.6425,67,5,8
n01440764_190.JPEG,4.075,1.5565,0.78175,16,50,14
n01440764_19003.JPEG,6.53425,3.292,1.996,73,2,5
n01440764_19005.JPEG,6.515,4.2225,2.094,74,3,3
n01440764_19035.JPEG,8.867,5.8185,3.746,75,3,2
n01440764_1905.JPEG,4.9455,3.293,0.72625,67,4,9
n01440764_19119.JPEG,4.53225,2.668,0.82375,61,10,9
n01440764_19197.JPEG,6.625,3.904,1.4455,67,5,8
n01440764_192.JPEG,5.12525,2.782,1.33675,66,5,9
n01440764_19219.JPEG,4.84575,2.539,0.62125,69,7,4
n01440764_19302.JPEG,6.93875,3.752,1.391,69,8,3
n01440764_19403.JPEG,6.8395,3.8615,1.0315,61,13,6
n01440764_1951.JPEG,0.9435,0.5075,0.318,24,36,20
n01440764_19661.JPEG,8.5295,5.214,2.61575,69,7,4
n01440764_1973.JPEG,2.504,0.4625,0.3265,27,34,19
n01440764_19759.JPEG,9.51475,6.003,3.0855,72,5,3
n01440764_19777.JPEG,7.6955,4.1125,1.9445,68,6,6
n01440764_1980.JPEG,5.55775,1.9435,0.467,50,23,7
n01440764_19807.JPEG,8.474,5.8865,2.53025,63,8,9
n01440764_19938.JPEG,1.91575,1.149,0.66175,25,22,33
n01440764_1995.JPEG,7.77275,5.7155,1.906,67,7,6
n01440764_200.JPEG,5.1185,2.947,0.824,67,8,5
n01440764_2001.JPEG,8.67675,5.9305,4.0145,73,4,3
n01440764_2002.JPEG,6.9475,3.5285,0.88075,56,19,5
n01440764_2006.JPEG,1.70975,0.596,0.3315,39,30,11
n01440764_2015.JPEG,7.24375,4.7825,1.85225,66,6,8
n01440764_2018.JPEG,9.07775,5.007,2.883,65,12,3
n01440764_20299.JPEG,7.24475,3.1015,1.0675,63,12,5
n01440764_20316.JPEG,7.9395,5.1935,1.67825,66,7,7
n01440764_2043.JPEG,5.74175,3.466,1.55675,71,6,3
n01440764_20434.JPEG,7.4435,4.251,2.6495,75,5,0
n01440764_20451.JPEG,8.607,6.3595,2.54375,71,7,2
n01440764_20523.JPEG,6.2125,3.1365,1.28575,70,6,4
n01440764_20592.JPEG,10.55425,8.7345,4.9555,63,12,5
n01440764_20650.JPEG,6.9215,4.597,1.88175,70,6,4
n01440764_20915.JPEG,8.56625,5.8065,1.51675,64,10,6
n01440764_20922.JPEG,4.99325,2.8165,0.87525,69,7,4
n01440764_2094.JPEG,5.6175,3.4975,1.6535,69,5,6
n01440764_2095.JPEG,5.17075,2.013,0.80275,66,6,8
n01440764_2098.JPEG,7.32775,3.768,1.06175,65,14,1
n01440764_21005.JPEG,4.214,1.72,0.674,49,22,9
n01440764_2102.JPEG,3.4775,1.103,0.451,53,18,9
n01440764_21043.JPEG,9.15275,6.0525,2.343,74,4,2
n01440764_21052.JPEG,4.12075,2.1795,0.73425,51,21,8
n01440764_21095.JPEG,8.04925,4.9785,3.53,73,4,3
n01440764_21161.JPEG,4.585,1.6125,0.675,57,16,7
n01440764_2117.JPEG,7.93275,2.73,1.37175,73,4,3
n01440764_2118.JPEG,4.2595,2.36,1.422,60,12,8
n01440764_21191.JPEG,6.9545,3.7445,1.57425,68,6,6
n01440764_2121.JPEG,6.51375,1.7065,0.68275,57,17,6
n01440764_2144.JPEG,7.66675,4.4655,2.18875,70,9,1
n01440764_2159.JPEG,5.76075,4.103,0.922,60,16,4
n01440764_21603.JPEG,7.87075,5.139,3.55225,74,5,1
n01440764_2162.JPEG,4.3485,1.97,0.6905,57,12,11
n01440764_21695.JPEG,5.147,2.378,0.71125,61,13,6
n01440764_21790.JPEG,6.951,4.4025,1.17625,62,14,4
n01440764_21809.JPEG,7.41325,4.3665,2.3285,73,5,2
n01440764_21955.JPEG,8.35525,6.183,3.57175,66,6,8
n01440764_2196.JPEG,6.82475,2.3275,0.85225,50,24,6
n01440764_22029.JPEG,6.79,3.992,2.0875,71,5,4
n01440764_22135.JPEG,8.271,6.0215,3.82425,74,6,0
n01440764_2221.JPEG,9.0145,6.3305,3.58125,76,2,2
n01440764_22277.JPEG,8.33475,4.566,2.69725,73,5,2
n01440764_2255.JPEG,8.8975,5.4535,3.515,73,4,3
n01440764_22706.JPEG,3.277,0.829,0.40075,42,30,8
n01440764_2271.JPEG,5.75525,2.9395,1.05725,63,15,2
n01440764_2275.JPEG,8.4245,5.738,3.79225,75,3,2
n01440764_22773.JPEG,5.28875,2.1275,0.658,58,17,5
n01440764_22873.JPEG,7.817,4.8955,3.91475,76,3,1
n01440764_2290.JPEG,5.25475,1.251,0.4975,64,6,10
n01440764_22948.JPEG,7.898,4.3445,2.79725,68,8,4
n01440764_22963.JPEG,7.60325,3.256,1.337,64,7,9
n01440764_2298.JPEG,4.1575,1.7435,0.848,60,5,15
n01440764_23111.JPEG,2.264,0.883,0.5015,44,19,17
n01440764_2314.JPEG,7.67325,5.256,2.52975,68,9,3
n01440764_23259.JPEG,6.1435,3.5025,0.8395,57,12,11
n01440764_23379.JPEG,5.19625,3.068,1.2095,67,7,6
n01440764_23447.JPEG,6.1625,3.665,1.69925,69,4,7
n01440764_23493.JPEG,4.49025,2.361,1.184,50,21,9
n01440764_23606.JPEG,7.89125,5.447,2.539,75,5,0
n01440764_23629.JPEG,5.0815,2.5845,0.78375,62,14,4
n01440764_23646.JPEG,5.01275,2.6285,0.9085,63,10,7
n01440764_2369.JPEG,4.41125,0.3975,0.1535,40,29,11
n01440764_237.JPEG,1.86225,1.051,0.49,46,23,11
n01440764_2375.JPEG,8.442,4.364,2.5455,74,3,3
n01440764_2385.JPEG,0.782,0.358,0.1965,6,64,10
n01440764_239.JPEG,8.18775,6.575,3.56175,70,4,6
n01440764_24047.JPEG,6.93825,3.6545,1.3075,66,7,7
n01440764_2418.JPEG,7.91375,4.2145,2.92025,74,3,3
n01440764_2427.JPEG,3.6115,1.605,0.9955,48,7,25
n01440764_24299.JPEG,7.82675,4.4055,2.5365,76,1,3
n01440764_2433.JPEG,6.17675,2.9055,0.903,60,16,4
n01440764_24502.JPEG,7.1285,4.9865,2.407,70,7,3
n01440764_2465.JPEG,3.6475,1.751,0.9235,69,4,7
n01440764_24828.JPEG,6.8415,4.6895,1.33375,63,10,7
n01440764_2490.JPEG,7.8355,5.373,2.51675,71,7,2
n01440764_25064.JPEG,8.99225,5.734,3.68275,75,4,1
n01440764_25090.JPEG,2.6755,1.5685,0.95325,26,28,26
n01440764_25148.JPEG,8.5095,4.6425,2.40825,73,5,2
n01440764_25361.JPEG,6.76875,4.7585,1.3385,65,7,8
n01440764_25370.JPEG,5.90675,4.4075,1.22175,62,7,11
n01440764_2544.JPEG,7.5595,3.587,1.548,70,7,3
n01440764_2546.JPEG,3.342,1.082,0.49775,41,30,9
n01440764_25478.JPEG,7.4685,4.3315,1.82525,71,6,3
n01440764_2563.JPEG,8.63175,4.7245,2.394,68,5,7
n01440764_2574.JPEG,7.948,5.7085,3.22025,75,5,0
n01440764_2575.JPEG,4.21475,2.753,1.217,67,4,9
n01440764_2577.JPEG,7.28325,3.9065,1.934,72,5,3
n01440764_26006.JPEG,4.99825,1.9135,0.6985,58,13,9
n01440764_261.JPEG,6.07825,4.545,2.64275,75,1,4
n01440764_26234.JPEG,7.79225,4.6795,3.152,77,1,2
n01440764_26257.JPEG,6.65175,3.7145,1.84375,70,6,4
n01440764_2627.JPEG,6.44825,3.078,1.0145,36,27,17
n01440764_2628.JPEG,7.317,3.95,1.031,59,12,9
n01440764_26320.JPEG,6.04,3.6195,1.37475,71,6,3
n01440764_2633.JPEG,9.41325,5.5735,2.15275,62,10,8
n01440764_2636.JPEG,5.366,1.3925,0.4835,62,9,9
n01440764_2646.JPEG,3.93775,1.0875,0.5555,60,18,2
n01440764_26515.JPEG,8.44375,6.65,4.5685,62,9,9
n01440764_26541.JPEG,8.5315,5.7385,3.4245,74,3,3
n01440764_26569.JPEG,6.75525,4.258,1.0185,55,18,7
n01440764_26631.JPEG,7.9455,4.449,2.42175,72,6,2
n01440764_26659.JPEG,8.87875,4.913,2.6475,73,5,2
n01440764_26698.JPEG,8.37925,5.4865,3.04725,73,3,4
n01440764_2675.JPEG,5.27525,2.237,1.03025,67,5,8
n01440764_26775.JPEG,6.43625,2.294,1.00075,67,5,8
n01440764_2679.JPEG,6.275,2.8465,0.80475,60,13,7
n01440764_2684.JPEG,6.34425,2.155,0.80225,68,7,5
n01440764_26892.JPEG,8.764,5.6455,3.153,73,5,2
n01440764_2690.JPEG,8.286,6.0625,3.813,76,1,3
n01440764_26948.JPEG,6.58825,3.3265,0.9595,68,5,7
n01440764_2699.JPEG,5.47825,2.7655,1.12825,66,6,8
n01440764_27042.JPEG,7.22075,5.2435,3.06125,75,2,3
n01440764_2708.JPEG,1.38425,0.34,0.17975,14,62,4
n01440764_27183.JPEG,4.29625,1.692,0.71075,36,36,8
n01440764_2729.JPEG,8.19875,3.6475,1.92025,75,4,1
n01440764_27339.JPEG,7.66,3.837,1.0065,56,20,4
n01440764_2742.JPEG,5.235,3.3085,1.77675,57,10,13
n01440764_27422.JPEG,6.3025,3.3705,1.19225,69,9,2
n01440764_27451.JPEG,7.28175,4.0265,1.644,71,6,3
n01440764_2751.JPEG,6.9445,3.464,1.39275,63,8,9
n01440764_27530.JPEG,3.03025,1.495,0.64675,44,30,6
n01440764_27713.JPEG,3.94275,1.513,0.82625,54,20,6
n01440764_27811.JPEG,3.60025,2.079,1.138,10,22,48
n01440764_27895.JPEG,7.16525,4.0575,1.73825,74,6,0
n01440764_2803.JPEG,3.8745,1.0385,0.52875,61,7,12
n01440764_2816.JPEG,4.69125,1.7635,0.803,51,9,20
n01440764_2823.JPEG,6.52125,3.474,0.7545,64,11,5
n01440764_2825.JPEG,8.2185,4.4085,2.7165,73,5,2
n01440764_28275.JPEG,6.228,3.3245,0.82975,64,9,7
n01440764_28293.JPEG,6.85625,4.314,1.9285,68,6,6
n01440764_2835.JPEG,2.47,0.6645,0.31675,53,23,4
n01440764_28394.JPEG,4.024,2.165,0.91725,58,17,5
n01440764_28418.JPEG,7.5225,4.5675,2.36375,64,8,8
n01440764_2853.JPEG,1.78375,0.9905,0.523,28,14,38
n01440764_2864.JPEG,7.7755,4.4995,1.848,67,8,5
n01440764_2866.JPEG,6.95225,4.4295,2.24575,70,7,3
n01440764_2874.JPEG,1.67775,0.6055,0.36175,49,16,15
n01440764_29057.JPEG,7.76325,3.046,0.7345,62,11,7
n01440764_2919.JPEG,3.078,0.812,0.4375,35,28,17
n01440764_292.JPEG,6.45775,3.4105,1.04575,58,17,5
n01440764_2920.JPEG,10.58675,8.279,5.823,72,6,2
n01440764_2921.JPEG,7.16025,5.1915,2.25475,73,5,2
n01440764_2923.JPEG,6.5935,4.783,2.3295,61,6,13
n01440764_2939.JPEG,6.81525,2.326,0.5845,68,9,3
n01440764_2945.JPEG,7.81775,4.723,1.503,57,16,7
n01440764_2948.JPEG,8.59775,5.148,3.3785,72,5,3
n01440764_29551.JPEG,8.2225,4.004,1.75225,72,7,1
n01440764_29670.JPEG,8.41925,6.885,4.969,72,5,3
n01440764_29681.JPEG,3.675,1.3065,0.68475,45,22,13
n01440764_297.JPEG,11.5075,6.2775,1.989,54,22,4
n01440764_29712.JPEG,3.35675,1.2865,0.677,49,20,11
n01440764_29731.JPEG,10.7525,8.639,4.84325,69,8,3
n01440764_29769.JPEG,5.78675,1.8405,0.65625,63,12,5
n01440764_2978.JPEG,6.26825,2.946,1.509,72,4,4
n01440764_29788.JPEG,7.54475,5.232,2.42925,72,5,3
n01440764_298.JPEG,7.73575,2.055,0.964,71,6,3
n01440764_2993.JPEG,6.63725,4.9205,2.3205,69,9,2
n01440764_30045.JPEG,7.791,4.205,1.572,75,5,0
n01440764_3011.JPEG,6.329,3.5885,1.72125,73,5,2
n01440764_30188.JPEG,1.9425,0.826,0.43525,40,28,12
n01440764_30331.JPEG,4.80525,3.0995,0.79625,59,16,5
n01440764_3039.JPEG,1.39875,0.762,0.56875,2,43,35
n01440764_3048.JPEG,5.054,1.8185,0.655,56,14,10
n01440764_3070.JPEG,7.35325,5.011,1.87475,73,6,1
n01440764_30782.JPEG,7.211,3.289,0.828,56,17,7
n01440764_30835.JPEG,4.445,2.944,1.34925,67,6,7
n01440764_30897.JPEG,8.43925,5.3055,3.17775,75,5,0
n01440764_3096.JPEG,1.43875,0.645,0.4225,20,46,14
n01440764_3098.JPEG,6.06275,3.1055,1.29625,71,5,4
n01440764_30985.JPEG,8.4505,6.0985,3.056,73,5,2
n01440764_31129.JPEG,8.49425,6.2365,3.64075,75,3,2
n01440764_31170.JPEG,5.70125,3.3535,1.81475,71,6,3
n01440764_31215.JPEG,5.3135,3.114,1.57675,72,3,5
n01440764_31283.JPEG,5.24875,3.574,1.86925,73,2,5
n01440764_3129.JPEG,5.10775,1.8825,0.674,64,6,10
n01440764_31293.JPEG,6.81175,2.6925,0.857,56,16,8
n01440764_31406.JPEG,7.91025,5.0495,2.19125,60,10,10
n01440764_3146.JPEG,9.14425,7.2025,4.186,74,4,2
n01440764_315.JPEG,7.7865,4.2665,1.464,67,7,6
n01440764_3151.JPEG,4.51975,0.522,0.277,63,12,5
n01440764_31518.JPEG,8.22025,4.6435,3.1245,75,3,2
n01440764_31535.JPEG,8.48225,5.964,3.1325,74,5,1
n01440764_31656.JPEG,6.32325,4.077,1.36525,71,5,4
n01440764_31679.JPEG,7.969,4.22,1.21875,62,9,9
n01440764_31715.JPEG,6.46975,2.895,1.09225,72,4,4
n01440764_3172.JPEG,6.839,3.6545,1.061,74,5,1
n01440764_3176.JPEG,7.993,2.107,0.669,62,13,5
n01440764_31953.JPEG,7.4835,4.0825,1.661,65,12,3
n01440764_3197.JPEG,8.32925,4.38,1.10775,62,15,3
n01440764_3198.JPEG,1.05475,0.548,0.24675,28,34,18
n01440764_3199.JPEG,8.96425,6.787,4.22425,76,3,1
n01440764_320.JPEG,7.00075,4.4825,1.49725,69,8,3
n01440764_3202.JPEG,10.5685,7.398,4.24875,63,15,2
n01440764_32134.JPEG,9.87925,8.1565,4.8515,74,6,0
n01440764_32263.JPEG,2.28875,0.6755,0.3955,43,29,8
n01440764_32328.JPEG,7.6675,4.7915,2.13125,67,8,5
n01440764_3236.JPEG,7.95425,3.8235,1.61075,72,4,4
n01440764_32420.JPEG,6.21725,3.794,1.06525,66,13,1
n01440764_3251.JPEG,4.841,1.624,0.99525,64,12,4
n01440764_3259.JPEG,7.12225,2.976,1.523,68,4,8
n01440764_3269.JPEG,5.12375,1.8125,1.1165,49,11,20
n01440764_3271.JPEG,5.94925,4.277,2.11275,70,2,8
n01440764_3273.JPEG,5.464,2.9375,1.5085,70,5,5
n01440764_3281.JPEG,6.22825,2.523,0.60675,60,9,11
n01440764_3287.JPEG,6.812,4.2695,2.721,75,3,2
n01440764_3289.JPEG,2.6535,1.3495,0.58575,51,14,15
n01440764_3306.JPEG,7.038,4.1385,2.26725,70,5,5
n01440764_3308.JPEG,1.5815,1.084,0.77525,41,11,28
n01440764_3325.JPEG,4.0465,2.288,0.96,57,9,14
n01440764_334.JPEG,5.34275,0.7545,0.424,64,9,7
n01440764_3347.JPEG,5.2805,2.8395,0.57825,58,13,9
n01440764_3354.JPEG,5.49425,3.495,0.79275,63,10,7
n01440764_3365.JPEG,6.82075,2.9795,1.33125,73,6,1
n01440764_3368.JPEG,7.02575,3.248,0.9645,68,7,5
n01440764_3375.JPEG,7.82075,1.8345,0.72675,72,6,2
n01440764_3393.JPEG,4.11225,2.563,1.2585,66,10,4
n01440764_341.JPEG,7.879,6.3135,3.71325,75,2,3
n01440764_3417.JPEG,10.43375,7.855,5.06925,76,2,2
n01440764_3421.JPEG,2.9465,1.2935,0.49375,57,11,12
n01440764_3425.JPEG,8.28025,4.8715,2.77825,72,5,3
n01440764_3428.JPEG,5.12325,1.8295,0.591,64,6,10
n01440764_3432.JPEG,3.1815,1.6525,1.10775,68,4,8
n01440764_345.JPEG,5.82975,2.5465,0.856,64,6,10
n01440764_3496.JPEG,7.661,3.8255,1.62375,64,9,7
n01440764_3509.JPEG,8.69625,6.36,3.7205,76,3,1
n01440764_3546.JPEG,3.3685,1.5745,0.5555,50,11,19
n01440764_3560.JPEG,7.019,3.395,0.978,66,6,8
n01440764_3566.JPEG,7.25775,3.994,1.683,73,5,2
n01440764_36.JPEG,7.89925,5.898,2.2135,66,8,6
n01440764_3603.JPEG,9.28575,6.453,3.42775,74,4,2
n01440764_3614.JPEG,8.4015,4.7835,1.89675,70,8,2
n01440764_3648.JPEG,7.41525,4.6575,2.3065,68,6,6
n01440764_37.JPEG,6.1485,1.891,0.81325,69,5,6
n01440764_3712.JPEG,5.65225,3.351,1.05025,70,8,2
n01440764_3713.JPEG,6.86375,2.5955,1.6325,73,5,2
n01440764_3724.JPEG,1.315,0.2925,0.14125,20,50,10
n01440764_3725.JPEG,7.9625,4.905,2.99825,75,5,0
n01440764_3756.JPEG,6.97225,3.8685,1.952,69,8,3
n01440764_3760.JPEG,8.62975,5.9375,3.54975,77,3,0
n01440764_3761.JPEG,6.531,4.5035,2.44775,77,1,2
n01440764_3778.JPEG,8.1485,3.9725,1.6545,68,7,5
n01440764_3779.JPEG,8.2095,3.907,2.31025,74,4,2
n01440764_3781.JPEG,7.1125,3.1385,0.9605,63,13,4
n01440764_3782.JPEG,4.96625,3.3675,1.65925,71,3,6
n01440764_3815.JPEG,7.54225,3.464,2.04225,72,5,3
n01440764_3817.JPEG,6.31425,4.118,1.9485,71,3,6
n01440764_3849.JPEG,5.54425,1.459,0.6055,70,4,6
n01440764_3858.JPEG,2.56675,1.177,0.5475,45,27,8
n01440764_3867.JPEG,8.436,4.2165,2.72125,78,1,1
n01440764_3888.JPEG,4.7775,2.3005,1.4045,64,7,9
n01440764_39.JPEG,5.95525,3.763,2.209,71,4,5
n01440764_3937.JPEG,4.64175,2.106,0.87175,64,7,9
n01440764_3966.JPEG,7.78525,5.591,2.32425,65,8,7
n01440764_3969.JPEG,11.37775,8.2845,3.3375,60,16,4
n01440764_3997.JPEG,8.05,4.948,1.416,65,6,9
n01440764_4003.JPEG,2.04375,0.641,0.36125,58,7,15
n01440764_4005.JPEG,7.9415,3.807,2.35,71,7,2
n01440764_4058.JPEG,7.76725,4.252,1.51825,67,6,7
n01440764_4074.JPEG,1.8915,0.75,0.38575,36,33,11
n01440764_4106.JPEG,6.686,3.26,1.83975,71,2,7
n01440764_413.JPEG,5.55625,4.122,2.06375,70,4,6
n01440764_416.JPEG,9.13425,6.584,3.49075,74,4,2
n01440764_4167.JPEG,5.65725,2.523,0.55575,59,15,6
n01440764_421.JPEG,7.717,5.606,2.13,69,7,4
n01440764_4221.JPEG,4.1195,2.0045,1.09575,60,11,9
n01440764_4245.JPEG,5.8625,2.9065,0.44925,57,14,9
n01440764_4260.JPEG,8.1695,3.8595,1.28175,65,5,10
n01440764_4279.JPEG,7.74425,4.691,2.28625,66,10,4
n01440764_4341.JPEG,7.883,5.537,3.227,73,5,2
n01440764_4360.JPEG,4.0725,1.463,0.584,59,6,15
n01440764_4377.JPEG,6.74475,3.5685,1.7775,55,20,5
n01440764_438.JPEG,8.2835,4.8455,2.8275,74,5,1
n01440764_4397.JPEG,1.5195,0.745,0.391,49,14,17
n01440764_44.JPEG,7.1085,4.4535,2.2945,66,13,1
n01440764_4409.JPEG,7.88025,5.669,3.47475,73,4,3
n01440764_4436.JPEG,4.996,1.3945,0.505,58,14,8
n01440764_4448.JPEG,2.616,1.0275,0.469,49,24,7
n01440764_4478.JPEG,5.1415,1.025,0.51725,67,7,6
n01440764_449.JPEG,4.16575,1.4165,0.80075,52,14,14
n01440764_4490.JPEG,5.56225,1.6405,0.455,54,15,11
n01440764_4506.JPEG,4.1785,2.412,0.9825,55,16,9
n01440764_451.JPEG,5.466,3.0485,1.29325,63,6,11
n01440764_4510.JPEG,7.5235,2.969,1.48675,74,5,1
n01440764_4512.JPEG,6.82675,2.892,0.89125,67,7,6
n01440764_4517.JPEG,8.933,6.436,4.03625,75,4,1
n01440764_4540.JPEG,7.20725,4.095,1.304,66,6,8
n01440764_4557.JPEG,6.268,4.1705,1.04625,58,13,9
n01440764_4562.JPEG,6.575,4.3855,2.08175,74,5,1
n01440764_4565.JPEG,7.7125,5.221,2.7705,74,3,3
n01440764_4566.JPEG,10.22225,7.6,4.62125,74,4,2
n01440764_457.JPEG,7.66175,5.569,3.4665,75,4,1
n01440764_458.JPEG,5.59025,3.4715,1.5775,62,8,10
n01440764_459.JPEG,8.87775,4.949,2.78075,72,4,4
n01440764_4597.JPEG,0.703,0.517,0.30775,3,67,10
n01440764_4611.JPEG,6.934,3.778,1.915,72,5,3
n01440764_4613.JPEG,7.01625,3.0455,1.2835,57,14,9
n01440764_4616.JPEG,7.13925,2.8055,1.05675,62,15,3
n01440764_4669.JPEG,5.3505,3.128,1.2065,69,5,6
n01440764_467.JPEG,4.91675,2.308,0.909,59,16,5
n01440764_4681.JPEG,7.824,5.4255,1.3645,67,8,5
n01440764_4688.JPEG,1.577,0.8765,0.5765,4,12,64
n01440764_4726.JPEG,3.195,1.2425,0.756,40,30,10
n01440764_4737.JPEG,8.20125,3.946,2.35725,76,2,2
n01440764_4744.JPEG,8.3605,5.1575,2.70275,75,3,2
n01440764_4804.JPEG,1.9915,0.855,0.4875,0,51,29
n01440764_485.JPEG,7.386,4.1175,2.329,74,4,2
n01440764_4852.JPEG,3.8745,1.4545,0.5485,50,21,9
n01440764_490.JPEG,8.218,4.114,1.119,61,13,6
n01440764_4903.JPEG,7.66025,4.168,1.57025,60,16,4
n01440764_4906.JPEG,7.965,5.998,3.564,74,4,2
n01440764_4913.JPEG,7.6225,3.553,1.259,58,14,8
n01440764_4934.JPEG,6.459,3.187,1.90425,74,5,1
n01440764_4937.JPEG,4.9925,2.6865,1.3465,58,17,5
n01440764_4942.JPEG,5.79975,3.937,2.60725,76,0,4
n01440764_4962.JPEG,1.60425,0.713,0.49325,29,42,9
n01440764_4965.JPEG,1.19225,0.558,0.32225,48,21,11
n01440764_4979.JPEG,7.286,4.087,2.07825,73,4,3
n01440764_4980.JPEG,11.2165,8.526,6.47475,76,1,3
n01440764_4983.JPEG,4.83575,2.8595,0.828,65,11,4
n01440764_4988.JPEG,2.058,1.0545,0.60825,44,16,20
n01440764_5003.JPEG,8.617,5.0505,2.697,75,4,1
n01440764_5043.JPEG,5.71125,3.141,0.75675,53,18,9
n01440764_505.JPEG,8.3495,4.7325,2.5225,74,4,2
n01440764_5066.JPEG,7.72025,4.9475,2.3075,69,6,5
n01440764_5068.JPEG,10.53075,8.1225,6.103,74,5,1
n01440764_5081.JPEG,1.7945,0.632,0.36225,45,8,27
n01440764_5087.JPEG,8.4605,5.8725,4.72575,75,2,3
n01440764_5089.JPEG,7.0235,4.5295,2.66825,69,6,5
n01440764_5091.JPEG,5.40475,2.451,0.9115,64,7,9
n01440764_5103.JPEG,7.236,2.3225,1.2905,70,6,4
n01440764_5108.JPEG,6.7445,4.308,1.8445,64,8,8
n01440764_5112.JPEG,3.79975,1.8855,0.8905,21,54,5
n01440764_5133.JPEG,7.82575,5.792,3.3605,70,6,4
n01440764_5148.JPEG,6.30475,3.259,0.783,61,18,1
n01440764_5154.JPEG,7.423,3.673,1.241,70,6,4
n01440764_5163.JPEG,6.92375,4.437,3.03375,0,9,71
n01440764_5173.JPEG,2.631,1.673,1.02625,59,6,15
n01440764_5176.JPEG,7.37625,5.09,1.9675,63,13,4
n01440764_519.JPEG,7.989,4.694,2.4075,70,6,4
n01440764_5203.JPEG,5.813,3.2255,1.03375,65,8,7
n01440764_5209.JPEG,7.84825,4.547,2.97675,72,6,2
n01440764_5213.JPEG,7.2645,5.537,2.53575,69,8,3
n01440764_522.JPEG,6.2065,3.18,0.97375,61,17,2
n01440764_5225.JPEG,8.9245,6.4355,2.65275,72,6,2
n01440764_5232.JPEG,8.2615,5.693,3.55825,75,3,2
n01440764_5239.JPEG,6.07775,3.1145,1.37075,67,7,6
n01440764_5256.JPEG,8.82475,4.1475,2.31125,76,3,1
n01440764_5286.JPEG,6.83425,3.171,1.08525,67,7,6
n01440764_529.JPEG,5.95775,3.673,1.73525,74,4,2
n01440764_5295.JPEG,8.268,4.5225,1.7615,72,6,2
n01440764_5314.JPEG,7.8125,4.0045,1.88875,76,4,0
n01440764_5339.JPEG,8.411,4.8605,2.12125,69,5,6
n01440764_5345.JPEG,7.448,4.1855,1.799,68,6,6
n01440764_5361.JPEG,7.18575,4.1655,1.69625,72,4,4
n01440764_5364.JPEG,5.21375,2.249,0.767,65,10,5
n01440764_5366.JPEG,6.048,1.46,0.6705,67,9,4
n01440764_5376.JPEG,6.93825,3.554,1.57925,73,5,2
n01440764_5410.JPEG,2.8525,1.197,0.4405,58,15,7
n01440764_5428.JPEG,7.205,2.8475,1.32325,74,5,1
n01440764_5432.JPEG,0.92575,0.4765,0.24675,30,34,16
