filename,swin_b,swin_s,swin_t,ViTB16,ViTB32,ViTH14,ViTL16,ViTL32,MaxVit,swin_v2_b,swin_v2_s,swin_v2_t
n01440764_7610.JPEG,0.898,0.115,0.467,0.313,6.534,0.406,7.111,7.839,8.061,0.622,0.156,0.107
n01440764_762.JPEG,3.119,2.944,1.115,0.311,0.535,0.795,10.736,4.422,7.442,3.463,1.036,0.506
n01440764_7629.JPEG,5.559,4.28,5.624,0.202,1.835,2.18,7.705,3.487,5.845,1.86,3.018,1.241
n01440764_7632.JPEG,2.911,2.437,1.451,2.15,9.242,0.672,10.01,6.014,7.515,3.145,2.288,1.75
n01440764_7637.JPEG,4.899,5.71,3.646,0.315,5.215,1.429,10.146,4.499,6.804,6.651,5.921,4.177
n01440764_7638.JPEG,1.597,0.934,2.649,1.696,7.946,0.63,11.215,7.515,7.823,2.062,2.31,3.493
n01440764_7647.JPEG,5.687,4.565,3.837,1.721,5.253,0.882,10.065,7.153,6.251,3.987,4.578,2.907
n01440764_7671.JPEG,6.353,5.208,4.497,1.982,10.155,1.071,10.903,5.888,3.741,4.102,1.81,4.266
n01440764_7677.JPEG,4.165,5.223,5.189,3.81,8.565,1.785,11.321,5.251,6.365,9.572,8.492,7.746
n01440764_7688.JPEG,7.144,5.032,4.713,0.317,9.775,0.499,10.548,5.528,5.652,3.403,3.786,3.949
n01440764_769.JPEG,7.323,5.975,3.5,0.295,4.092,0.434,10.995,4.298,6.021,6.958,4.201,4.923
n01440764_7701.JPEG,2.368,1.533,0.948,0.9,3.992,0.476,3.46,2.91,5.72,5.528,2.363,2.426
n01440764_7714.JPEG,4.101,0.887,1.85,1.02,10.651,0.667,11.036,2.553,8.247,4.278,4.424,3.991
n01440764_7715.JPEG,9.661,8.886,8.238,2.192,11.122,0.804,11.339,10.86,5.787,9.527,8.091,9.468
n01440764_7719.JPEG,0.56,0.373,0.795,0.307,8.564,2.525,10.127,7.108,7.103,0.9,0.893,0.627
n01440764_7746.JPEG,4.942,4.432,5.382,0.572,8.956,0.81,10.896,5.765,8.478,5.631,5.848,5.342
n01440764_7752.JPEG,4.006,2.163,0.998,0.288,10.119,0.643,10.837,5.502,6.068,2.893,2.727,1.666
n01440764_7754.JPEG,8.507,7.98,4.663,0.587,10.071,0.361,11.06,5.246,9.252,5.545,3.715,4.873
n01440764_7772.JPEG,4.441,5.73,5.307,0.857,6.95,2.864,7.981,5.221,7.174,6.271,1.409,5.47
n01440764_7774.JPEG,8.119,7.3,5.6,0.699,10.006,0.593,10.287,11.002,8.604,4.886,6.001,6.887
n01440764_7778.JPEG,3.287,0.685,2.085,0.21,4.544,0.31,7.329,4.128,5.909,3.535,3.284,2.648
n01440764_7786.JPEG,4.927,5.467,4.837,0.7,9.486,0.395,10.254,6.864,8.228,5.312,4.652,6.633
n01440764_7787.JPEG,3.477,0.533,4.767,4.109,8.748,2.661,11.07,7.028,2.274,4.866,4.516,7.883
n01440764_7792.JPEG,1.432,0.4,2.05,0.598,7.142,2.768,10.744,6.021,7.16,0.651,0.336,0.628
n01440764_78.JPEG,0.741,0.491,0.385,0.369,3.75,0.761,1.031,0.818,0.584,0.402,0.507,0.485
n01440764_7807.JPEG,6.795,5.054,4.76,0.558,3.085,0.853,11.036,1.1,7.264,3.861,4.184,5.467
n01440764_7819.JPEG,6.002,8.824,8.481,1.092,8.086,1.259,9.437,6.525,8.514,7.419,6.438,8.184
n01440764_7820.JPEG,8.665,7.914,8.638,2.379,7.243,1.435,10.164,5.459,7.92,5.165,6.403,8.284
n01440764_7846.JPEG,7.857,7.666,6.361,0.32,8.303,0.28,10.98,6.064,5.072,8.235,6.235,6.654
n01440764_7857.JPEG,5.003,1.155,5.918,0.167,7.693,0.656,10.377,5.412,6.655,5.408,5.58,4.668
n01440764_7859.JPEG,2.377,2.803,2.021,2.522,3.892,1.241,1.446,1.842,6.375,2.138,1.926,2.248
n01440764_7876.JPEG,0.989,0.295,0.643,0.153,8.208,0.445,8.61,4.854,4.623,2.112,2.17,1.955
n01440764_7877.JPEG,5.484,4.619,4.624,0.27,5.948,0.754,10.791,6.325,9.084,5.937,5.657,4.023
n01440764_7889.JPEG,3.654,2.564,2.214,0.753,8.577,1.396,10.79,3.592,8.99,4.043,2.121,3.185
n01440764_7897.JPEG,5.485,6.359,7.722,1.036,8.796,0.99,11.178,5.542,8.195,3.317,8.08,9.125
n01440764_7908.JPEG,7.377,5.685,4.932,0.688,10.336,0.56,11.154,5.24,6.786,2.01,5.557,4.893
n01440764_7913.JPEG,3.82,6.562,7.438,0.766,7.846,0.483,10.777,6.333,6.768,6.557,4.205,6.335
n01440764_7922.JPEG,3.012,1.898,0.613,1.397,5.621,1.28,9.699,8.707,8.487,7.398,6.534,6.916
n01440764_7926.JPEG,4.088,3.144,0.764,0.404,5.181,0.434,10.12,5.877,7.587,6.046,4.977,0.432
n01440764_7929.JPEG,5.856,3.705,4.038,0.414,9.212,1.2,5.25,8.159,8.484,4.785,3.701,4.506
n01440764_7943.JPEG,3.725,2.007,1.904,0.593,9.664,0.506,11.155,2.746,8.867,5.619,5.072,4.943
n01440764_7946.JPEG,6.109,7.519,6.275,0.237,8.07,0.335,10.861,5.187,6.964,8.877,8.467,8.692
n01440764_7950.JPEG,6.479,6.188,7.348,1.147,10.529,0.273,10.848,6.37,8.989,4.85,5.497,7.354
n01440764_7963.JPEG,5.309,10.484,5.599,3.055,7.774,0.291,10.179,8.36,7.348,9.815,9.233,9.225
n01440764_7967.JPEG,4.962,2.233,4.927,1.054,10.703,0.282,10.475,5.145,8.123,4.9,2.778,5.497
n01440764_7982.JPEG,3.363,2.672,1.032,1.975,11.35,2.508,11.225,6.947,9.014,4.358,3.621,1.862
n01440764_7985.JPEG,7.907,8.692,9.36,2.271,8.458,1.478,10.756,8.228,9.4,6.893,7.845,7.232
n01440764_7988.JPEG,2.5,4.837,6.491,0.656,5.969,3.063,10.815,7.09,7.701,9.197,8.911,8.951
n01440764_8003.JPEG,3.413,2.818,2.258,0.271,8.879,0.449,11.075,6.6,4.741,3.717,2.43,3.415
n01440764_8012.JPEG,7.921,6.592,5.624,0.333,6.788,1.162,6.139,5.918,6.476,5.871,4.861,6.246
n01440764_8013.JPEG,3.429,2.351,1.27,0.891,5.099,1.001,10.256,2.221,7.593,4.299,4.177,2.461
n01440764_8030.JPEG,8.357,7.648,5.866,0.371,7.414,0.33,10.608,5.626,7.621,6.877,5.636,5.105
n01440764_8045.JPEG,5.23,6.51,6.363,0.736,6.86,0.497,10.21,5.868,5.438,4.418,4.445,8.304
n01440764_8052.JPEG,0.361,0.076,0.158,0.504,4.565,1.431,11.315,1.954,9.703,0.562,0.556,0.369
n01440764_8057.JPEG,0.974,0.642,1.281,0.547,7.304,1.57,9.732,6.199,7.828,3.47,1.568,0.816
n01440764_8063.JPEG,5.051,6.072,10.363,0.186,11.4,0.399,10.778,5.067,6.252,8.205,4.178,7.285
n01440764_8067.JPEG,6.828,4.752,5.592,0.349,8.339,1.799,9.652,5.957,8.156,6.146,5.483,7.783
n01440764_8077.JPEG,8.845,8.451,5.269,0.184,8.919,0.758,5.555,4.766,8.046,6.875,6.314,7.17
n01440764_8082.JPEG,7.521,6.629,4.074,0.286,8.896,0.537,10.408,3.842,7.564,6.809,3.69,5.291
n01440764_8084.JPEG,6.098,10.251,6.726,0.805,9.272,0.525,10.743,2.975,9.06,9.136,8.513,9.04
n01440764_8112.JPEG,9.328,7.956,5.388,1.345,11.264,0.607,11.331,7.121,5.818,5.139,2.649,7.318
n01440764_8134.JPEG,5.839,3.397,1.851,0.235,3.874,0.742,10.848,7.076,5.431,6.008,4.541,3.695
n01440764_8142.JPEG,5.183,3.388,3.099,0.295,11.342,0.626,11.301,11.295,3.313,4.69,4.195,3.285
n01440764_8150.JPEG,8.188,7.485,7.137,3.353,8.904,1.875,10.704,7.508,9.625,3.248,2.129,4.429
n01440764_8160.JPEG,2.973,3.011,2.024,0.859,8.289,1.097,9.779,4.813,9.484,3.264,0.805,2.058
n01440764_8163.JPEG,0.703,0.126,0.986,0.311,8.8,0.473,10.05,5.592,7.619,1.003,0.661,0.747
n01440764_8164.JPEG,4.636,8.933,7.58,0.899,10.03,0.806,10.892,5.837,7.111,4.784,3.137,8.35
n01440764_8191.JPEG,0.896,0.425,1.045,0.872,9.259,0.282,11.08,5.63,7.1,2.531,2.329,1.359
n01440764_8210.JPEG,7.191,4.756,2.698,6.345,10.191,0.52,10.981,7.299,7.1,6.998,5.09,8.175
n01440764_8215.JPEG,0.903,0.746,0.928,3.542,0.964,2.56,1.141,1.354,3.503,2.19,0.968,0.55
n01440764_8219.JPEG,0.813,0.226,0.475,1.462,2.044,0.887,8.071,1.357,4.739,1.917,0.945,0.538
n01440764_8221.JPEG,5.423,4.708,1.622,2.089,10.184,0.567,10.236,4.839,2.183,6.047,4.005,4.685
n01440764_8240.JPEG,8.699,8.702,6.885,0.449,10.767,0.333,11.347,6.75,7.678,5.425,4.312,7.735
n01440764_8243.JPEG,7.163,3.998,5.261,0.944,8.507,0.711,11.224,3.019,9.5,6.724,5.731,7.3
n01440764_8246.JPEG,6.263,5.034,5.285,0.866,7.339,0.496,11.051,5.863,5.446,4.728,3.767,4.648
n01440764_8249.JPEG,3.892,3.955,2.531,0.44,1.34,0.355,8.647,0.739,8.372,4.287,3.759,3.61
n01440764_8250.JPEG,6.862,6.559,1.946,0.264,3.111,1.637,8.406,3.043,6.392,5.9,5.487,1.943
n01440764_8260.JPEG,1.317,0.446,0.65,0.834,6.365,0.26,10.399,3.087,4.397,4.077,0.439,3.604
n01440764_827.JPEG,8.67,8.318,6.311,0.464,7.061,0.382,10.501,4.817,7.639,5.65,6.602,6.816
n01440764_8288.JPEG,5.217,4.34,3.54,0.112,7.534,0.246,10.711,4.799,7.159,5.934,4.603,4.722
n01440764_8302.JPEG,1.53,1.458,0.345,0.592,7.055,0.792,10.268,7.559,8.244,5.652,4.106,4.684
n01440764_8311.JPEG,6.538,5.091,6.201,4.28,8.279,3.547,9.897,3.318,5.909,5.249,4.942,5.861
n01440764_8312.JPEG,4.306,1.611,5.423,1.387,10.981,0.639,10.956,5.731,8.703,5.462,3.788,4.626
n01440764_833.JPEG,8.053,6.799,6.978,0.966,8.629,0.948,11.031,1.821,6.748,7.82,6.528,7.564
n01440764_8334.JPEG,4.347,0.55,1.865,0.101,6.774,2.255,5.45,3.654,7.257,2.76,1.593,2.895
n01440764_8343.JPEG,2.958,1.205,2.674,0.575,6.406,0.345,10.85,5.296,6.845,2.009,1.714,3.528
n01440764_8347.JPEG,6.725,5.85,3.58,0.694,7.816,0.2,10.863,5.719,9.194,6.443,4.616,4.378
n01440764_8363.JPEG,1.615,0.118,1.466,0.839,7.482,0.324,10.82,5.929,6.712,1.031,0.652,1.349
n01440764_8364.JPEG,8.503,5.264,5.753,1.884,10.115,0.675,11.177,6.068,9.416,7.35,3.472,7.017
n01440764_8367.JPEG,5.293,3.727,3.69,0.161,8.872,1.721,6.919,5.369,7.201,3.798,3.235,3.975
n01440764_8374.JPEG,7.429,6.451,4.671,3.184,6.991,2.39,10.887,11.23,8.675,4.955,5.78,5.671
n01440764_8384.JPEG,3.769,1.212,0.931,0.833,10.591,1.081,9.538,5.048,4.668,3.061,2.877,1.166
n01440764_8394.JPEG,7.762,9.912,4.137,0.173,4.729,0.508,10.367,3.251,6.513,5.236,3.99,8.121
n01440764_8398.JPEG,5.867,7.832,6.837,0.964,4.329,1.397,10.127,5.469,6.257,6.807,3.844,4.85
n01440764_8409.JPEG,4.143,2.791,3.646,0.275,10.683,0.765,10.861,6.139,8.016,3.153,3.076,3.69
n01440764_8414.JPEG,3.81,2.099,1.946,0.352,8.018,1.365,4.242,5.576,7.46,3.073,1.932,2.824
n01440764_8418.JPEG,2.319,1.385,2.212,0.298,11.359,0.324,10.925,5.65,7.84,3.692,2.237,0.559
n01440764_8421.JPEG,0.339,0.132,0.635,0.401,0.682,0.639,11.205,3.189,2.893,0.054,0.163,0.389
n01440764_8423.JPEG,5.032,3.87,2.582,0.563,4.526,1.609,5.161,6.847,7.356,5.041,4.261,5.489
n01440764_8424.JPEG,5.027,3.781,3.983,0.172,8.189,0.696,8.602,5.912,5.924,4.51,2.242,3.641
n01440764_8426.JPEG,0.74,0.857,0.612,0.937,7.1,1.095,8.644,6.421,2.72,0.445,0.136,0.796
n01440764_844.JPEG,3.051,0.517,1.98,0.224,4.467,1.61,10.749,3.559,5.769,3.456,3.308,1.641
n01440764_8442.JPEG,6.092,1.861,5.96,0.688,10.518,0.733,11.286,4.994,9.112,5.032,3.982,5.978
n01440764_8451.JPEG,8.854,4.463,5.986,0.164,10.885,0.951,10.704,5.124,4.878,4.368,4.679,6.428
n01440764_8453.JPEG,3.621,0.968,4.373,0.929,10.103,0.931,10.628,7.74,6.022,3.616,4.1,5.151
n01440764_8455.JPEG,2.71,1.57,3.088,0.841,9.301,0.338,10.659,5.899,7.847,3.897,2.893,2.88
n01440764_8466.JPEG,4.309,4.517,7.061,2.452,6.25,1.468,10.428,5.949,6.569,4.152,3.485,4.793
n01440764_8467.JPEG,6.625,6.22,5.524,0.137,6.243,2.152,7.813,4.077,7.981,6.039,5.679,4.546
n01440764_8469.JPEG,1.611,0.436,0.685,0.483,7.866,0.288,10.129,6.053,9.333,3,2.701,2.952
n01440764_8479.JPEG,3.183,0.597,0.78,0.564,10.995,0.588,10.657,6.647,6.588,2.007,2.134,2.259
n01440764_8499.JPEG,8.326,8.228,6.536,4.274,8.749,3.961,10.772,5.575,9.479,8.217,3.534,7.794
n01440764_8504.JPEG,5.452,4.646,5.392,1.595,10.095,0.838,10.706,6.283,9.138,9.232,9.585,10.648
n01440764_8521.JPEG,1.333,0.364,0.491,1.907,9.72,0.569,11.225,11.229,10.339,3.542,1.851,0.744
n01440764_8528.JPEG,9.516,9.097,7.831,0.333,9.296,1.193,11.056,6.087,9.311,7.451,7.773,8.228
n01440764_8529.JPEG,4.175,1.95,0.829,0.946,6.301,0.09,11.332,6.553,7.168,4.098,2.893,4.059
n01440764_853.JPEG,3.485,0.565,1.439,0.229,9.35,2.346,8.116,4.508,6.757,4.808,3.103,4.866
n01440764_8531.JPEG,7.377,6.667,7.031,0.415,7.216,2.567,8.401,2.406,7.315,7.828,7.281,7.681
n01440764_8548.JPEG,7.26,5.828,5.154,0.447,6.093,0.311,7.669,6.514,6.548,5.554,4.168,5.759
n01440764_8572.JPEG,6.117,6.668,4.832,0.19,8.308,0.675,7.262,6.279,8.096,4.681,4.673,5.449
n01440764_8580.JPEG,0.133,0.125,0.114,0.638,7.117,0.989,5.244,3.28,5.133,0.084,0.252,0.13
n01440764_8589.JPEG,5.999,5.583,4.091,0.184,7.203,1.505,5.588,6.429,5.728,5.004,4.245,4.536
n01440764_8600.JPEG,5.989,6.334,5.75,0.577,4.97,1.357,5.234,4.414,5.935,6.868,6.092,5.054
n01440764_8601.JPEG,6.856,5.772,3.824,0.372,6.026,1.841,7.352,4.855,7.559,5.431,5.193,6.053
n01440764_8610.JPEG,4.795,2.372,2.406,0.775,0.828,0.776,6.349,3.35,6.27,4.934,2.764,3.889
n01440764_8611.JPEG,7.793,6.757,4.898,0.696,5.77,0.838,10.49,4.602,6.112,5.958,6.139,6.326
n01440764_8613.JPEG,1.997,0.479,1.069,0.086,7.589,0.712,7.351,6.224,6.226,2.184,0.814,1.551
n01440764_8622.JPEG,9.676,9.788,10.428,2.727,4.255,2.356,10.98,5.581,7.373,9.518,8.627,9.283
n01440764_8623.JPEG,2.909,0.673,1.933,0.366,5.606,0.457,10.579,4.29,7.893,2.585,1.599,2.686
n01440764_866.JPEG,8.559,8.073,6.481,0.664,9.34,0.375,10.795,6.775,5.632,5.351,4.611,5.985
n01440764_8673.JPEG,4.935,3.405,3.916,0.552,8.602,0.426,10.978,4.386,6.917,4.724,4.221,4.578
n01440764_8688.JPEG,10.71,11.136,11.773,0.185,10.402,0.81,10.843,6.43,4.036,10.324,10.275,10.828
n01440764_8689.JPEG,9.155,7.337,5.276,0.323,9.459,0.97,11.28,2.09,5.915,7.988,6.599,6.362
n01440764_8699.JPEG,1.762,0.532,1.523,0.144,6.977,0.44,11.133,4.302,8.26,1.985,2.645,2.485
n01440764_8708.JPEG,4.328,3.242,3.725,1.869,6.205,0.525,10.98,3.734,8.246,5.509,3.753,4.948
n01440764_8710.JPEG,0.309,0.111,0.642,0.494,10.076,0.547,10.458,6.128,7.494,0.899,0.568,0.365
n01440764_8748.JPEG,3.267,1.069,0.714,2.279,8.293,1.353,10.087,3.992,5.019,2.445,1.561,1.306
n01440764_8757.JPEG,1.496,1.749,0.573,0.163,4.504,1.843,9.4,5.655,7.263,4.802,5.465,5.913
n01440764_8764.JPEG,5.263,1.457,4.317,0.19,8.682,0.637,7.083,2.676,7.891,5.317,4.658,2.958
n01440764_8771.JPEG,2.331,1.036,1.954,0.132,9.087,0.401,10.999,6.89,7.155,2.962,2.728,2.193
n01440764_8782.JPEG,6.608,5.639,7.791,0.36,9.259,0.146,10.858,5.402,8.671,7.11,7.499,9.126
n01440764_8783.JPEG,4.296,3.012,4.736,1.2,10.986,0.446,9.812,6.56,7.822,5.784,4.9,6.032
n01440764_8801.JPEG,3.499,2.128,3.471,3.805,7.879,0.864,10.702,7.85,8.095,4.28,3.721,3.031
n01440764_8805.JPEG,6.93,5.854,4.424,0.892,8.879,0.336,11.205,5.69,9.321,4.763,4.682,5.434
n01440764_8813.JPEG,1.622,2.348,0.993,1.584,8.735,0.665,11.024,4.62,7.72,5.729,5.821,6.183
n01440764_8826.JPEG,2.915,6.74,5.296,2.782,7.885,0.616,11.104,5.552,8.303,3.04,6.083,6.1
n01440764_8834.JPEG,1.544,0.256,0.797,0.571,1.823,0.544,10.286,3.267,8.885,2.761,1.167,2.152
n01440764_8849.JPEG,2.682,3.969,1.561,3.786,9.116,3.376,10.44,8.159,7.105,3.623,0.987,4.281
n01440764_885.JPEG,3.567,0.733,4.038,0.345,10.237,0.57,10.983,3.918,8.494,3.859,4.633,4.206
n01440764_8852.JPEG,2.839,0.499,3.253,0.443,6.289,1.763,10.732,4.656,7.115,3.293,3.153,3.232
n01440764_886.JPEG,6.597,4.252,3.273,0.539,9.827,0.14,10.468,2.423,8.482,5.914,3.223,4.361
n01440764_8875.JPEG,2.148,0.071,0.755,0.631,10.585,0.586,10.702,8.939,8.648,1.273,2.637,2.152
n01440764_8878.JPEG,6.923,5.685,4.281,0.822,7.948,0.329,9.955,9.549,7.355,5.475,6.078,6.087
n01440764_8885.JPEG,3.396,3.299,2.554,0.15,2.08,0.924,9.016,3.218,8.36,3.042,2.503,4.367
n01440764_8903.JPEG,6.936,5.903,5.989,1.144,5.934,4.842,7.517,3.2,8.191,5.855,6.518,5.681
n01440764_8908.JPEG,7.977,6.423,7.165,0.152,7.414,0.598,7.327,4.744,7.386,3.07,6.001,5.104
n01440764_8910.JPEG,4.37,3.605,2.504,0.477,6.403,1.432,9.471,5.401,8.24,4.175,2.555,4.84
n01440764_8917.JPEG,2.996,0.963,2.308,0.226,9.338,0.315,10.519,5.052,7.029,3.722,2.302,2.385
n01440764_8938.JPEG,4.093,2.533,2.855,0.911,7.523,0.804,10.673,4.774,6.496,5.952,3.059,3.416
n01440764_8948.JPEG,7.307,5.584,4.203,0.078,5.416,0.516,7.967,5.452,6.921,6.074,6.951,5.236
n01440764_898.JPEG,7.265,6.338,4.631,0.152,8.979,0.55,10.549,4.929,7.914,3.807,6.112,5.247
n01440764_8992.JPEG,4.092,2.962,3.436,1.124,5.014,0.627,6.082,10.342,6.422,5.45,3.585,3.866
n01440764_9020.JPEG,4.111,3.348,2.683,0.346,2.31,1.098,5.19,5.709,7.134,4.261,1.853,3.076
n01440764_9031.JPEG,0.623,0.313,1.639,4.227,10.098,4.215,9.063,4.974,7.731,1.203,0.896,0.996
n01440764_9057.JPEG,0.236,0.191,0.246,0.316,3.234,2.111,7.572,2.877,1.252,0.234,0.141,0.186
n01440764_9091.JPEG,0.164,0.082,0.271,0.14,9.802,0.296,10.755,5.56,5.509,0.259,0.139,0.38
n01440764_9093.JPEG,4.753,2.522,3.095,0.142,7.861,0.427,10.563,7.812,5.035,4.554,4.014,4.148
n01440764_910.JPEG,4.833,3.079,4.327,0.941,5.851,3.924,9.955,4.328,8.211,4.853,3.913,5.447
n01440764_9108.JPEG,2.871,0.692,1.581,0.678,2.946,0.394,8.165,2.667,5.298,3.827,1.944,2.323
n01440764_9135.JPEG,1.134,1.076,0.946,0.412,9.258,0.836,10.112,4.652,9.591,2.197,1.016,2.211
n01440764_9152.JPEG,0.301,0.316,0.689,2.299,10.686,0.31,11.075,5.33,3.168,0.473,0.587,0.595
n01440764_9157.JPEG,6.508,2.761,2.376,0.313,1.339,0.857,7.771,2.947,7.259,4.587,0.928,2.796
n01440764_9178.JPEG,5.133,7.532,6.342,1.324,10.098,0.232,9.704,5.072,7.138,7.1,5.94,7.276
n01440764_9191.JPEG,4.343,1.015,4.691,0.344,7.627,0.193,10.402,7.128,7.311,5.325,3.918,5.158
n01440764_9197.JPEG,6.224,5.845,3.248,1.539,8.044,1.654,10.043,7.73,9.142,4.133,2.587,3.017
n01440764_921.JPEG,5.377,8.271,5.877,0.603,3.117,0.546,9.363,4.871,4.742,6.842,4.393,9.013
n01440764_9212.JPEG,7.221,8.225,7.191,0.243,7.43,1.106,10.898,5.408,8.915,1.25,1.777,5.67
n01440764_9217.JPEG,5.228,4.98,5.396,0.109,7.873,0.986,10.963,5.186,8.599,6.907,5.152,4.912
n01440764_9229.JPEG,4.673,8.583,7.846,2.465,10.339,0.398,9.615,6.352,8.956,9.014,5.287,10.084
n01440764_9244.JPEG,4.813,2.931,4.197,0.944,10.808,0.34,10.732,5.942,8.444,4.421,2.368,5.082
n01440764_925.JPEG,7.099,6.162,6.227,2.564,3.715,0.589,11.323,5.297,6.792,5.555,4.269,3.818
n01440764_9289.JPEG,9.91,9.519,8.648,0.782,10.731,2.125,7.64,7.79,10.06,8.366,8.425,9.13
n01440764_9292.JPEG,7.054,7.535,4.515,0.459,8.259,0.799,10.415,6.982,4.584,7.593,6.621,5.225
n01440764_9304.JPEG,9.631,7.39,6.751,0.374,10.928,0.865,11.088,4.038,9.492,6.441,5.963,7.571
n01440764_9315.JPEG,4.071,2.595,4.533,0.288,2.267,1.523,6.824,3.057,1.585,4.2,4.987,4.247
n01440764_9374.JPEG,4.291,2.593,1.668,0.471,4.974,1.021,8.195,6.816,6.91,3.309,1.965,2.951
n01440764_9378.JPEG,5.073,6.637,4.113,1.301,8.47,0.619,10.428,4.309,9.175,5.566,5.192,5.931
n01440764_9390.JPEG,3.417,3.166,3.937,0.258,1.989,0.761,1.45,1.099,3.954,4.555,3.291,1.98
n01440764_9399.JPEG,7.348,5.719,3.601,0.279,6.435,0.261,10.262,4.732,7.801,7.496,6.014,5.3
n01440764_9428.JPEG,4.074,2.82,2.718,0.205,8.895,0.718,5.737,6.586,6.762,3.689,3.695,4.352
n01440764_9437.JPEG,1.072,0.085,1.04,0.793,11.168,0.469,11.186,5.177,6.641,2.698,1.58,2.781
n01440764_9442.JPEG,11.354,8.75,8.733,1.342,7.194,3.545,10.048,5.603,8.37,8.938,8.564,8.706
n01440764_9456.JPEG,0.122,0.177,0.246,0.376,10.345,0.328,10.427,9.371,7.826,0.112,0.221,0.181
n01440764_9463.JPEG,8.034,7.908,5.515,0.456,11.275,0.996,10.631,4.884,6.596,6.716,5.048,3.69
n01440764_9465.JPEG,2.668,1.142,0.563,0.463,1.969,1.385,9.51,1.357,7.071,5.293,2.896,3.431
n01440764_9471.JPEG,6.321,7.685,7.256,0.216,7.222,0.766,8.463,5.698,8.562,6.676,7.494,2.555
n01440764_9491.JPEG,8.444,7.301,3.735,0.245,6.994,1.153,10.049,9.109,8.338,6.934,6.305,3.232
n01440764_9504.JPEG,2.864,1.058,2.008,0.601,9.585,0.231,10.805,6.449,9.357,5.17,4.203,4.083
n01440764_9518.JPEG,7.874,7.269,6.725,2.178,11.326,0.731,11.291,11.304,9.288,8.269,5.912,7.448
n01440764_9523.JPEG,6.214,4.876,3.797,0.158,8.173,0.347,10.153,4.288,6.44,4.518,3.883,3.392
n01440764_9533.JPEG,4.212,1.643,3.377,0.597,6.219,1.452,5.935,5.413,3.767,1.532,1.366,4.255
n01440764_9543.JPEG,5.232,4.785,3.432,0.974,6.526,0.405,10.62,4.544,6.988,4.418,2.988,5.046
n01440764_9563.JPEG,3.922,3.633,3.601,0.211,7.499,0.146,7.086,7.287,6.184,4.901,4.76,2.743
n01440764_9567.JPEG,3.915,3.297,2.298,0.327,11.01,0.206,10.693,6.852,5.733,3.442,2.536,2.782
n01440764_9568.JPEG,5.405,4.383,2.305,0.433,2.077,0.155,5.911,5.205,5.518,5.025,4.696,2.545
n01440764_9572.JPEG,6.275,4.357,1.381,0.382,5.006,0.781,9.254,1.083,6.88,7.278,7.306,4.519
n01440764_9577.JPEG,4.383,4.073,2.343,0.176,8.986,3.548,7.63,4.984,7.036,3.578,2.275,3.666
n01440764_9595.JPEG,6.968,7.009,6.539,2.101,10.972,0.982,10.949,8.861,7.837,4.309,2.898,6.892
n01440764_96.JPEG,8.35,6.585,4.339,0.561,7.334,0.424,8.24,5.617,6.976,8.361,4.389,5.036
n01440764_9605.JPEG,7.054,6.677,4.162,0.668,8.593,0.429,10.478,4.427,6.468,6.088,6.868,7.918
n01440764_9609.JPEG,6.919,7.077,3.962,0.265,5.517,0.45,7.661,5.778,7.905,5.21,5.693,5.15
n01440764_9621.JPEG,0.867,0.929,0.496,2.786,2.322,1.77,10.248,2.021,2.368,4.173,2.117,0.22
n01440764_9627.JPEG,4.05,2.801,2.958,0.097,10.346,0.466,6.703,6.562,7.471,2.975,3.525,3.969
n01440764_9638.JPEG,5.78,6.643,6.901,1.07,6.989,0.759,10.376,5.821,8.254,7.741,7.116,7.17
n01440764_9642.JPEG,5.297,2.717,3.626,0.733,10.691,0.887,9.782,6.159,7.199,2.891,0.856,3.032
n01440764_9649.JPEG,5.538,11.161,5.921,4.481,10.282,0.707,10.994,7.003,9.539,9.63,7.293,9.677
n01440764_9665.JPEG,6.461,5.038,6.067,0.44,9.954,0.721,10.592,7.188,9.425,5.159,3.917,4.999
n01440764_9667.JPEG,0.475,0.08,0.05,1.778,3.173,0.2,10.643,4.101,6.086,0.995,0.581,0.233
n01440764_9678.JPEG,4.362,1.554,4.898,1.989,10.966,2.355,11.014,6.573,7.193,4.461,4.784,6.107
n01440764_9695.JPEG,6.343,4.68,4.013,0.206,7.949,0.751,10.764,7.084,8.816,6.408,4.89,4.902
n01440764_9697.JPEG,5.829,5.741,7.339,0.487,8.49,1.308,10.697,5.707,6.823,4.667,6.463,6.039
n01440764_97.JPEG,6.85,6.896,4.767,0.427,9.665,0.926,7.923,6.283,7.721,5.268,5.671,5.367
n01440764_9706.JPEG,3.987,0.81,2.94,1.144,11.115,0.718,11.007,6.991,5.201,3.667,3.548,2.329
n01440764_9720.JPEG,8.574,8.16,7.28,0.322,7.821,1.554,10.563,5.797,8.257,5.982,7.059,7.698
n01440764_9747.JPEG,3.631,1.643,3.283,0.557,2.594,1.217,9.375,6.229,4.836,1.572,0.787,0.729
n01440764_9749.JPEG,1.054,0.629,0.981,0.831,6.016,1.46,10.472,4.998,6.85,2.266,1.289,2.003
n01440764_9753.JPEG,6.243,5.39,3.751,0.282,9.84,1.684,6.888,7.407,7.488,5.445,4.637,4.606
n01440764_9766.JPEG,0.584,0.181,0.381,0.176,8.072,1.685,7.045,5.035,7.558,1.113,0.633,1.191
n01440764_9772.JPEG,1.03,0.922,1.449,0.424,1.294,1.028,2.634,0.987,1.229,2.033,0.929,1.527
