filename,swin_b,swin_s,swin_t,ViTB16,ViTB32,ViTH14,ViTL16,ViTL32,MaxVit,swin_v2_b,swin_v2_s,swin_v2_t
n01440764_2699.JPEG,4.757,4.336,2.433,0.978,8.938,0.212,10.81,4.524,7.81,3.206,1.323,2.379
n01440764_27042.JPEG,7.285,6.366,5.263,0.419,9.238,0.138,6.908,9.707,8.502,7.1,6.486,6.459
n01440764_2708.JPEG,0.301,0.16,0.188,0.211,9.349,0.537,10.185,6.618,8.043,0.347,0.087,0.308
n01440764_27183.JPEG,7.604,0.416,1.277,0.393,4.671,1.724,8.374,0.992,5.898,6.715,6.778,1.932
n01440764_2729.JPEG,4.039,3.486,1.858,2.123,11.245,0.551,10.221,7.222,7.011,3.325,3.18,3.856
n01440764_27339.JPEG,11.386,11.341,2.46,1.576,6.716,0.612,10.414,3.555,9.727,5.496,4.733,5.265
n01440764_2742.JPEG,4.992,5.391,4.749,0.15,9.217,2.111,8.267,5.219,7.388,6.597,5.809,3.422
n01440764_27422.JPEG,5.534,4.867,5.603,2.017,7.636,1.202,10.92,5.215,6.694,3.962,1.699,1.681
n01440764_27451.JPEG,6.655,6.626,4.695,1.306,9.697,0.599,10.84,4.911,8.365,5.431,5.133,3.73
n01440764_2751.JPEG,7.773,6.934,3.744,0.484,7.988,1.194,8.022,3.802,6.62,6.976,6.202,6.982
n01440764_27530.JPEG,5.122,3.238,0.837,0.209,2.051,1.637,3.188,2.696,2.095,3.907,4.232,0.708
n01440764_27713.JPEG,6.246,2.957,2.181,2.024,1.326,0.977,10.945,3.121,5.181,6.513,4.729,5.535
n01440764_27811.JPEG,4.224,2.022,2.546,0.151,4.182,2.403,1.031,4.528,0.46,1.138,1.604,2.155
n01440764_27895.JPEG,4.788,4.713,2.832,0.392,8.041,1.852,8.709,3.72,4.015,2.97,1.763,2.586
n01440764_2803.JPEG,1.714,0.573,2.29,0.274,7.764,0.33,6.597,6.989,6.9,1.967,0.75,1.594
n01440764_2816.JPEG,4.908,2.996,1.397,0.173,5.537,2.894,9.696,5.368,5.135,5.702,4.099,2.552
n01440764_2823.JPEG,6.591,6.023,4.854,1.031,4.473,0.279,10.469,6.684,4.556,6.997,6.506,5.969
n01440764_2825.JPEG,1.642,0.147,1.354,3.499,10.222,1.044,10.712,4.496,8.235,2.954,1.235,3.639
n01440764_28275.JPEG,6.941,6.204,4.783,0.309,8.292,0.826,9.702,3.918,6.785,3.347,3.582,4.268
n01440764_28293.JPEG,5.981,4.451,3.664,0.646,7.933,0.236,10.189,4.545,6.091,4.387,5.266,4.221
n01440764_2835.JPEG,0.658,0.543,0.243,0.206,5.848,0.353,6.768,3.707,7.683,0.546,0.361,0.254
n01440764_28394.JPEG,7.223,5.566,3.946,0.13,0.995,1.153,8.368,4.098,4.893,4.176,4.26,4.093
n01440764_28418.JPEG,8.123,7.468,4.65,1.341,7.044,0.649,11.112,4.417,7.639,4.706,4.123,4.595
n01440764_2853.JPEG,1.485,1.485,0.567,0.214,5.568,0.511,2.969,4.868,6.277,0.737,0.498,1.334
n01440764_2864.JPEG,7.065,8.483,4.799,0.554,7.548,0.996,10.953,11.157,7.706,3.997,5.061,4.513
n01440764_2866.JPEG,6.959,6.476,5.042,0.507,9.701,0.281,11.001,6.95,8.026,6.098,2.982,4.799
n01440764_2874.JPEG,2.717,0.651,0.566,1.93,5.515,0.505,2.745,2.49,4.059,1.762,2.14,0.515
n01440764_29057.JPEG,4.319,0.96,3.024,0.3,11.041,0.337,10.199,11.302,8.14,5.261,3.933,5.181
n01440764_2919.JPEG,1.508,0.387,1.059,0.061,6.064,0.297,8.757,5.038,7.082,3.563,2.609,0.122
n01440764_292.JPEG,9.482,9.071,6.99,1.37,3.311,0.967,10.661,1.027,7.312,6.025,7.131,6.967
n01440764_2920.JPEG,8.697,9.589,6.905,0.553,8.716,0.745,9.638,8.853,6.263,6.754,7.505,9.272
n01440764_2921.JPEG,9.02,8.105,6.694,0.743,8.947,1.692,10.954,4.536,7.002,8.514,7.903,8.642
n01440764_2923.JPEG,4.131,4.771,5.727,0.459,7.581,2.495,10.882,3.035,6.424,5.862,4.957,6.942
n01440764_2939.JPEG,5.262,4.522,4.447,0.357,7.355,0.386,11.225,5.057,4.903,4.596,2.589,5.114
n01440764_2945.JPEG,9.445,8.507,7.801,0.264,6.708,0.828,11.062,4.166,9.391,9.213,7.383,6.662
n01440764_2948.JPEG,4.18,0.374,2.684,0.161,7.614,0.578,10.933,5.353,4.746,4.296,3.399,3.687
n01440764_29551.JPEG,6.792,6.364,4.747,1.935,10.99,0.802,9.349,1.687,8.377,5.272,5.563,5.387
n01440764_29670.JPEG,7.311,6.184,8.374,0.876,11.22,0.446,10.873,6.416,7.992,7.244,6.618,9.321
n01440764_29681.JPEG,4.799,3.833,0.707,0.402,2.453,0.63,4.972,1.195,7.902,4.428,3.114,0.841
n01440764_297.JPEG,8.385,10.898,5.722,0.383,8.441,1.197,8.852,5.621,7.465,3.072,8.691,10.065
n01440764_29712.JPEG,5.548,4.626,5.118,1.282,0.484,1.763,6.352,7.746,7.885,6.586,5.114,3.852
n01440764_29731.JPEG,11.281,11.084,9.998,0.618,9.195,0.386,11.266,2.868,8.209,5.446,5.78,9.686
n01440764_29769.JPEG,5.888,5.476,2.25,0.462,8.571,0.524,10.705,6.491,10.154,6.84,5.332,6.032
n01440764_2978.JPEG,5.847,5.116,3.214,0.303,3.276,1.172,10.506,3.937,8.675,4.855,2.956,4.29
n01440764_29788.JPEG,7.327,3.896,3.004,1.032,8.203,0.808,10.982,4.836,6.065,2.96,2.876,4.697
n01440764_298.JPEG,0.559,0.255,1.256,0.905,8.782,0.269,10.847,6.112,9.017,1.535,0.848,1.785
n01440764_2993.JPEG,6.292,4.861,4.601,0.437,6.504,0.704,10.136,6.629,8.789,6.31,5.78,5.061
n01440764_30045.JPEG,5.507,5.66,4.755,1.9,11.061,0.36,10.479,9.393,5.903,5.509,3.98,5.772
n01440764_3011.JPEG,3.651,1.528,3.316,2.319,10.211,0.743,10.132,8.66,7.967,4.657,2.155,4.98
n01440764_30188.JPEG,2.024,0.564,0.886,0.484,0.391,0.977,8.157,4.176,2.293,1.695,1.078,0.483
n01440764_30331.JPEG,5.047,5.142,3.181,0.138,7.848,1.478,8.443,7.512,2.788,1.55,1.175,2.289
n01440764_3039.JPEG,0.601,0.365,0.256,1.232,2.121,0.623,1.396,3.337,2.042,0.937,2.512,0.276
n01440764_3048.JPEG,3.838,3.824,0.988,0.475,8.174,0.661,9.288,6.732,7.237,5.663,5.171,2.646
n01440764_3070.JPEG,3.453,1.354,3.481,1.094,9.163,0.815,10.224,5.517,5.882,3.429,3.775,4.461
n01440764_30782.JPEG,10.032,10.687,7.838,0.358,10.744,0.598,11.285,6.16,8.576,6.321,7.143,7.634
n01440764_30835.JPEG,4.818,3.438,2.649,0.5,1.367,2.77,6.282,2.572,3.938,4.898,4.604,4.187
n01440764_30897.JPEG,6.758,6.336,4.97,0.43,8.645,0.365,10.531,5.087,8.901,5.113,3.983,5.168
n01440764_3096.JPEG,0.091,0.219,0.102,1.074,0.336,1.496,4.343,0.781,5.304,1.964,0.517,0.386
n01440764_3098.JPEG,6.291,3.81,3.112,0.446,3.193,0.412,11.069,5.442,6.304,5.493,4.593,3.63
n01440764_30985.JPEG,7.907,8.102,6.942,1.172,10.654,0.224,10.777,4.413,9.04,6.887,5.284,7.501
n01440764_31129.JPEG,6.844,5.626,5.346,1.148,9.734,0.113,10.629,4.043,9.18,5.973,3.336,6.055
n01440764_31170.JPEG,2.972,2.526,3.937,0.171,8.826,0.16,10.795,4.519,8.422,3.128,3.549,4.158
n01440764_31215.JPEG,2.358,3.718,2.673,0.473,4.747,0.381,10.13,3.155,7.254,2.664,3.301,3.323
n01440764_31283.JPEG,4.696,3.616,3.06,0.239,6.069,0.531,8.001,4.873,7.054,4.675,2.143,3.646
n01440764_3129.JPEG,5.407,3.773,2.003,2.128,4.775,1.726,9.797,3.875,5.777,4.785,4.184,2.162
n01440764_31293.JPEG,8.789,8.367,4.819,2.113,8.576,0.463,10.219,6.442,8.109,7.028,6.994,6.104
n01440764_31406.JPEG,8.62,7.909,6.974,0.153,8.356,3.081,10.275,7.223,7.033,8.273,8.818,7.56
n01440764_3146.JPEG,6.626,2.785,6.445,0.61,9.101,0.876,10.615,6.575,8.914,6.546,4.87,6.952
n01440764_315.JPEG,9.843,7.262,2.633,1.661,7.771,0.549,11.357,7.567,9.154,6.153,5.377,4.087
n01440764_3151.JPEG,0.425,0.049,0.177,0.191,6.498,0.321,10.926,6.52,8.093,0.734,0.354,0.098
n01440764_31518.JPEG,5.161,3.128,2.449,1.143,11.29,0.549,8.21,5.923,8.251,3.634,3.285,4.202
n01440764_31535.JPEG,7.264,5.344,5.495,1.004,8.424,0.315,11,5.899,9.003,5.222,3.561,6.329
n01440764_31656.JPEG,6.869,5.403,3.609,0.222,8.555,0.662,11.114,6.354,7.216,4.525,4.094,5.086
n01440764_31679.JPEG,9.678,7.712,5.063,0.421,11.269,0.538,11.335,6.292,8.223,6.987,7.225,7.12
n01440764_31715.JPEG,5.882,5.17,3.228,0.916,6.279,0.505,10.862,6.345,6.837,3.456,2.562,4.031
n01440764_3172.JPEG,4.164,3.237,2.949,0.31,10.5,0.463,10.741,5.958,8.155,5.161,3.384,3.505
n01440764_3176.JPEG,0.564,0.085,0.695,8.53,10.478,0.962,10.821,7.056,7.342,0.711,0.67,0.821
n01440764_31953.JPEG,9.173,7.324,4.094,1.066,10.484,0.612,10.678,4.926,7.751,7.404,7.568,6.075
n01440764_3197.JPEG,8.272,7.062,5.712,1.306,4.505,0.435,11.266,5.141,8.652,6.979,6.691,5.56
n01440764_3198.JPEG,0.12,0.129,0.293,1.857,2.613,0.728,5.64,2.458,4.572,0.363,0.127,0.197
n01440764_3199.JPEG,6.885,3.369,5.952,3.417,9.446,0.502,11.244,5.36,9.299,5.913,4.039,5.597
n01440764_320.JPEG,6.002,6.222,4.248,0.657,7.677,0.161,11.064,5.845,9.972,4.4,5.05,5.728
n01440764_3202.JPEG,6.863,6.991,5.132,2.574,10.636,1.302,10.527,6.082,9.558,9.202,7.055,7.125
n01440764_32134.JPEG,6.754,10.054,9.387,0.43,8.558,0.699,9.777,6.154,8.248,8.365,7.083,9.35
n01440764_32263.JPEG,2.602,0.449,0.629,0.54,8.716,0.423,7.031,3.563,7.21,5.852,3.117,0.988
n01440764_32328.JPEG,7.924,6.064,6.686,1.149,9.305,2.243,11.357,6.202,6.538,5.424,4.379,7.582
n01440764_3236.JPEG,7.118,6.598,4.492,1.765,7.145,0.339,10.948,2.567,9.685,5.035,5.898,4.548
n01440764_32420.JPEG,3.184,1.539,3.904,0.493,3.92,0.532,10.737,3.465,6.398,3.731,3.857,5.23
n01440764_3251.JPEG,6.099,5.641,4.216,0.787,7.144,0.796,8.961,6.098,5.184,5.554,6.415,3.619
n01440764_3259.JPEG,4.655,3.696,4.312,1.767,6.307,2.17,10.972,6.333,7.992,6.201,5.393,5.322
n01440764_3269.JPEG,3.673,1.367,0.818,0.783,6.565,0.65,11.051,1.482,5.966,3.116,2.48,1.926
n01440764_3271.JPEG,6.923,6.385,4.408,0.523,6.876,2.232,5.924,7.108,3.194,3.358,5.398,2.148
n01440764_3273.JPEG,3.677,1.741,2.288,2.533,9.389,0.758,10.005,3.972,5.975,5.728,3.94,4.923
n01440764_3281.JPEG,7.453,5.494,3.103,0.458,4.099,0.351,10.573,5.109,6.704,6.952,4.419,6.253
n01440764_3287.JPEG,3.891,1.022,3.872,1.121,6.349,1.458,10.467,6.808,5.376,5.566,4.062,5.895
n01440764_3289.JPEG,4.095,2.472,1.345,0.415,2.099,0.108,0.52,6.212,2.718,3.172,2.65,1.844
n01440764_3306.JPEG,6.186,3.68,5.177,0.541,8.549,0.72,6.872,5.775,5.905,4.85,5.292,5.821
n01440764_3308.JPEG,1.607,1.007,1.509,0.373,5.38,0.349,2.179,5.611,3.75,2.522,1.132,1.734
n01440764_3325.JPEG,3.295,2.527,2.375,0.624,4.641,0.851,8.793,5.405,8.717,5.117,4.497,2.654
n01440764_334.JPEG,1.14,1.187,1.232,0.428,6.93,2.617,11.324,6.352,6.232,1.225,0.614,0.469
n01440764_3347.JPEG,6.072,6.404,4.249,0.32,3.505,0.794,10.124,3.587,4.362,5.214,4.411,2.201
n01440764_3354.JPEG,5.46,5.075,1.394,0.221,1.125,4.8,8.859,0.75,7.207,5.124,4.763,4.449
n01440764_3365.JPEG,1.278,0.656,2.258,0.224,9.556,3.192,11.074,5.272,6.034,1.764,2.529,2.064
n01440764_3368.JPEG,6.288,5.231,3.534,2.244,8.542,0.927,10.833,3.271,6.136,5.046,4.678,4.695
n01440764_3375.JPEG,1.458,0.429,0.675,0.266,11.051,0.664,10.772,6.569,9.126,1.67,1.308,0.743
n01440764_3393.JPEG,5.469,3.714,1.855,2.923,3.039,0.406,10.698,3.964,3.419,1.904,2.062,2.397
n01440764_341.JPEG,5.634,7.141,8.196,1.489,8.677,2.61,10.12,5.566,5.979,7.312,6.965,7.964
n01440764_3417.JPEG,4.896,7.267,7.553,1.073,8.198,0.865,10.005,4.798,8.738,6.748,6.213,5.409
n01440764_3421.JPEG,3.029,3.374,1.649,0.094,0.147,1.693,8.489,3.495,5.233,3.349,2.39,0.469
n01440764_3425.JPEG,4.036,3.752,4.536,0.262,11.204,0.645,11.126,5.685,5.447,5.31,3.42,6
n01440764_3428.JPEG,6.648,3.805,4.727,0.61,6.101,1.945,10.164,5.307,6.361,6.006,3.85,5.062
n01440764_3432.JPEG,2.449,2.056,1.942,0.292,6.398,1.459,4.517,6.028,2.285,2.778,1.439,1.457
n01440764_345.JPEG,5.773,2.526,1.478,0.77,6.749,0.461,11.172,3.103,7.634,6,4.933,3.971
n01440764_3496.JPEG,7.633,6.257,5.319,0.355,8.736,0.114,10.473,7.026,8.323,4.747,4.967,5.494
n01440764_3509.JPEG,3.104,5.43,4.177,1.301,9.818,4.091,10.268,6.193,7.334,6.518,5.548,7.238
n01440764_3546.JPEG,6.142,3.16,0.713,0.224,1.659,1.77,5.803,6.679,1.599,5.102,3.292,2.67
n01440764_3560.JPEG,8.551,6.224,4.528,0.247,8.175,0.97,9.517,7.037,8.85,7.497,6.226,5.87
n01440764_3566.JPEG,5.833,5.11,4.729,0.61,9.316,0.686,11.151,5.2,8.484,1.114,0.717,2.588
n01440764_36.JPEG,4.344,6.481,5.199,0.326,8.333,0.615,6.611,2.4,7.847,7.022,6.462,6.407
n01440764_3603.JPEG,8.13,6.183,6.42,0.525,9.635,0.328,11.037,5.292,8.793,5.733,6.486,6.958
n01440764_3614.JPEG,7.24,7.314,4.423,1.68,11.116,0.485,11.11,6.447,6.298,6.025,6.885,5.91
n01440764_3648.JPEG,8.918,8.062,5.101,0.894,7.577,0.539,10.087,1.305,6.97,7.308,6.487,7.864
n01440764_37.JPEG,4.681,3.893,3.061,1.133,6.635,1.237,9.619,5.416,4.658,4.947,4.313,4.778
n01440764_3712.JPEG,3.49,4.857,2.999,0.249,5.567,0.532,11.094,3,7.665,4.328,3.614,5.148
n01440764_3713.JPEG,3.223,1.76,2.382,1.688,9.674,0.399,10.876,8.239,8.246,3.385,3.464,2.359
n01440764_3724.JPEG,0.113,0.146,0.243,1.423,10.255,0.421,11.312,6.794,5.95,0.279,0.188,0.317
n01440764_3725.JPEG,7.822,7.927,4.503,0.92,10.385,0.613,10.737,5.751,9.737,5.503,3.992,5.664
n01440764_3756.JPEG,6.942,6.163,4.542,0.336,9.366,0.783,10.809,4.953,6.084,4.801,5.568,6.108
n01440764_3760.JPEG,3.595,0.979,4.554,0.947,9.202,0.998,10.36,6.221,7.885,4.804,2.826,4.302
n01440764_3761.JPEG,2.327,0.504,2.988,2.488,4.741,0.605,10.732,6.117,7.383,2.318,2.743,4.413
n01440764_3778.JPEG,10.254,8.95,6.732,1.082,3.31,0.344,11.198,5.763,10.328,8.171,8.148,7.481
n01440764_3779.JPEG,2.734,1.103,3.491,0.355,10.759,0.244,10.832,6.872,9.455,2.396,2.485,3.917
n01440764_3781.JPEG,6.562,5.891,5.96,0.463,6.173,0.825,11.13,4.741,2.923,4.007,2.091,3.909
n01440764_3782.JPEG,4.232,2.971,3.607,2.435,6.44,0.691,9.519,4.758,7.643,3.038,3.334,3.617
n01440764_3815.JPEG,4.984,3.94,3.568,1.725,10.621,0.292,10.276,5.678,8.444,4.574,4.36,3.708
n01440764_3817.JPEG,5.416,4.389,4.035,0.574,3.347,0.451,8.448,3.225,6.292,5.691,4.201,4.637
n01440764_3849.JPEG,0.462,0.364,0.717,0.326,6.062,0.472,9.232,10.145,6.089,1.156,1.981,0.761
n01440764_3858.JPEG,4.912,3.389,1.897,0.189,0.147,0.334,6.249,3.962,7.341,1.285,1.247,2.695
n01440764_3867.JPEG,3.95,2.8,3.358,0.536,9.383,0.846,10.579,8.359,7.93,4.835,3.772,4.245
n01440764_3888.JPEG,5.076,1.973,3.775,0.512,7.611,0.664,6.865,5.801,7.996,4.552,4.727,4.869
n01440764_39.JPEG,5.244,4.853,4.015,0.183,7.969,0.639,6.052,5.137,7.737,4.486,4.444,5.923
n01440764_3937.JPEG,2.396,2.93,2.223,0.281,2.344,0.511,5.987,5.308,5.534,4.544,3.237,2.774
n01440764_3966.JPEG,9.729,8.121,6.776,1.418,2.738,1.17,10.465,5.795,8.255,6.142,6.574,7.786
n01440764_3969.JPEG,5.259,8.489,3.454,1.289,10.932,0.842,10.409,6.456,7.323,8.825,10.005,10.88
n01440764_3997.JPEG,8.015,8.958,7.946,2.585,9.835,0.248,11.36,5.111,8.348,7.841,8.378,9.196
n01440764_4003.JPEG,0.831,0.53,0.528,0.352,3.035,1.381,2.085,1.662,5.144,1.226,0.966,0.656
n01440764_4005.JPEG,4.358,1.851,2.396,0.128,9.165,0.963,10.656,5.822,7.193,2.535,2.941,4.095
n01440764_4058.JPEG,7.951,7.703,4.097,1.522,8.228,0.369,11.086,7.507,9.586,6.76,8.373,8.455
n01440764_4074.JPEG,3.534,2.11,0.329,0.534,0.68,1.582,9.177,6.554,7.541,4.105,2.267,1.331
n01440764_4106.JPEG,3.82,2.836,2.347,0.278,6.268,0.302,11.045,3.623,7.813,3.099,2.647,2.672
n01440764_413.JPEG,5.98,2.009,3.576,0.189,6.945,0.911,5.134,6.858,6.594,5.011,4.716,2.304
n01440764_416.JPEG,5.408,3.98,7.372,0.892,9.479,0.673,10.854,2.927,7.755,6.331,5.511,5.931
n01440764_4167.JPEG,6.195,5.474,3.594,0.352,8.905,0.543,10.322,9.425,7.949,6.419,2.79,3.494
n01440764_421.JPEG,5.293,6.044,4.748,0.943,7.795,0.731,11.228,8.155,7.676,5.679,6.028,5.41
n01440764_4221.JPEG,4.366,4.253,2.631,2.665,6.144,0.57,9.005,7.173,5.892,3.407,1.583,2.04
n01440764_4245.JPEG,5.469,3.509,2.672,0.664,6.527,0.367,10.675,6.584,7.13,5.497,4.413,3.938
n01440764_4260.JPEG,7.009,5.859,5.312,0.867,7.017,0.65,10.927,5.929,8.525,5.27,2.833,4.856
n01440764_4279.JPEG,6.028,6.987,4.582,0.19,9.406,0.425,10.329,5.313,8.994,5.501,4.942,4.251
n01440764_4341.JPEG,7.739,7.142,6.261,0.254,8.25,1.47,10.193,8.306,6.479,5.565,4.783,5.509
n01440764_4360.JPEG,5.709,3.99,1.581,0.319,3.661,1.563,4.721,5.555,5.672,5.131,3.646,3.799
n01440764_4377.JPEG,7.837,5.58,4.14,1.159,8.969,0.258,11.019,5.523,8.807,6.533,6.093,5.549
n01440764_438.JPEG,3.39,2.678,5.864,0.891,5.758,0.781,11.205,5.798,5.593,3.458,3.731,5.396
n01440764_4397.JPEG,0.615,0.577,0.393,0.385,3.574,0.553,1.81,5.757,3.415,1.513,0.923,0.538
n01440764_44.JPEG,4.723,3.226,4.444,0.203,10.069,0.645,10.141,6.502,8.252,5.811,4.728,3.809
n01440764_4409.JPEG,8.795,5.673,8.196,1.151,8.1,1.03,10.189,5.101,7.854,7.481,7.623,8.764
n01440764_4436.JPEG,5.121,4.979,0.509,0.076,6.97,0.488,10.67,1.719,8.296,5.293,2.985,3.574
n01440764_4448.JPEG,2.995,1.343,0.713,0.355,0.541,1.325,7.669,0.698,5.83,3.917,2.46,0.313
n01440764_4478.JPEG,0.825,0.573,0.489,1.505,7.103,0.467,10.752,4.081,6.926,1.901,2.028,2.08
n01440764_449.JPEG,4.116,2.052,0.977,0.553,2.681,0.444,9.834,3.389,7.362,4.795,4.782,4.315
n01440764_4490.JPEG,4.699,4.5,3.08,0.307,4.199,1.272,10.714,6.006,8.752,5.058,3.509,2.844
n01440764_4506.JPEG,5.58,5.606,3.836,0.276,0.524,1.527,8.064,1.001,6.315,3.418,3.998,2.632
n01440764_451.JPEG,5.961,5.765,4.778,0.886,5.22,1.594,9.656,1.679,8.444,5.712,5.575,7.142
n01440764_4510.JPEG,7.487,6.476,2.389,0.273,4.843,0.635,10.864,6.398,7.633,6.323,5.748,5.241
n01440764_4512.JPEG,2.691,0.87,2.072,0.655,6.916,0.874,10.912,6.097,8.87,1.44,2.818,4.168
n01440764_4517.JPEG,6.849,3.497,5.675,2.367,11.21,0.759,10.882,7.163,8.29,8.465,5.629,7.14
n01440764_4540.JPEG,7.818,6.3,5.665,0.481,10.332,1.31,11.241,7.099,7.631,2.586,3.376,4.148
n01440764_4557.JPEG,6.361,4.596,2.66,1.182,8.553,1.035,8.523,5.215,4.719,5.628,5.545,6.635
n01440764_4562.JPEG,6.155,5.309,4.938,0.074,9.581,0.37,5.025,4.888,7.764,5.778,5.299,6.727
n01440764_4565.JPEG,7.52,7.759,5.691,0.214,10.152,0.208,10.45,3.911,8.243,5.861,5.776,5.874
n01440764_4566.JPEG,2.108,4.695,3.429,0.778,8.229,0.527,10.626,5.944,9.159,5.446,7.035,6.633
n01440764_457.JPEG,5.199,1.25,3.133,0.762,6.412,1.148,11.326,5.477,7.292,5.182,4.695,6.657
n01440764_458.JPEG,2.868,1.471,4.953,0.966,1.634,0.467,8.624,3.14,3.723,5.811,5.151,4.298
n01440764_459.JPEG,7.324,6.847,6.958,0.568,10.548,0.878,11.324,5.895,4.85,4.507,4.425,6.662
n01440764_4597.JPEG,2.192,0.541,0.387,0.356,0.765,0.232,8.696,0.512,2.51,0.396,0.62,0.66
n01440764_4611.JPEG,6.287,6.037,4.383,0.259,8.038,0.996,6.593,3.766,7.661,6.825,4.972,6.405
n01440764_4613.JPEG,8.671,6.572,5.22,1.423,6.083,1.061,11.281,1.073,7.648,7.472,7.525,5.198
n01440764_4616.JPEG,4.64,2.015,2.26,0.277,7.414,0.41,11.066,4.775,9.067,4.589,5.308,5.265
n01440764_4669.JPEG,4.436,1.473,2.974,0.688,6.255,1.389,9.265,4.56,6.356,5.449,2.939,4.953
n01440764_467.JPEG,4.852,1.436,2.27,0.86,5.609,1.744,9.043,4.576,5.112,2.346,0.988,2.088
n01440764_4681.JPEG,8.134,7.723,7.063,0.219,8.215,0.891,11.333,7.763,9.945,7.323,6.591,6.437
n01440764_4688.JPEG,1.134,0.902,2.211,0.11,1.197,1.11,1.049,1.02,0.87,0.709,1.13,1.544
n01440764_4726.JPEG,8.956,5.62,1.977,0.776,1.571,0.448,6.357,0.533,2.861,8.082,6.936,5.028
n01440764_4737.JPEG,3.927,2.402,3.965,2.508,8.867,0.607,9.154,11.24,8.223,5.823,4.52,5.491
n01440764_4744.JPEG,5.387,3.495,5.559,0.278,11.271,0.17,10.881,6.014,8.313,5.922,5.646,5.978
n01440764_4804.JPEG,2.33,2.789,2.62,1.508,0.528,0.409,4.424,2.698,6.09,4.278,2.956,2.149
n01440764_485.JPEG,4.091,3.018,3.771,0.728,10.379,1.876,10.751,4.918,7.324,6.234,4.739,6.489
n01440764_4852.JPEG,1.675,2.368,2.307,0.439,2.73,1.963,7.965,2.02,8.191,5.457,4.434,3.332
n01440764_490.JPEG,10.316,9.365,9.528,0.482,10.775,0.485,11.332,4.665,9.653,8.133,7.716,8.441
n01440764_4903.JPEG,6.721,5.817,4.55,1.812,5.297,0.99,10.053,7.757,8.857,7.397,6.367,5.334
n01440764_4906.JPEG,2.937,3.743,3.744,3.33,10.476,1.363,10.919,5.74,9.285,2.272,4.152,5.182
n01440764_4913.JPEG,7.528,6.46,4.044,1.788,10.345,0.57,10.896,4.215,10.062,5.728,3.684,3.54
n01440764_4934.JPEG,2.428,0.981,3.178,0.682,7.267,0.7,9.857,4.962,2.237,2.618,2.036,3.428
n01440764_4937.JPEG,5.277,3.769,2.683,0.365,5.324,1.715,7.276,0.845,6.807,3.339,3.528,4.134
n01440764_4942.JPEG,2.99,2.969,5.595,0.457,6.461,0.277,5.994,7.721,6.854,3.141,0.874,7.168
n01440764_4962.JPEG,0.883,0.58,0.305,0.247,0.459,0.674,1.113,0.659,0.58,2.9,1.604,0.244
n01440764_4965.JPEG,0.114,0.097,0.192,0.579,0.917,0.54,1.082,3.919,3.079,0.604,0.43,0.501
n01440764_4979.JPEG,7.878,6.894,4.375,0.972,10.581,0.317,11.154,6.626,7.998,7.071,5.005,6.099
n01440764_4980.JPEG,5.068,6.621,7.658,2.505,8.505,0.968,11.004,6.491,9.727,4.012,6.322,7.387
n01440764_4983.JPEG,6.253,5.547,3.609,0.294,7.322,0.759,8.432,4.703,6.701,5.384,4.835,2.852
n01440764_4988.JPEG,3.878,1.804,0.693,0.39,3.712,0.972,1.866,6.199,2.045,3.301,0.973,0.992
n01440764_5003.JPEG,7.232,5.819,5.097,1.268,9.266,0.831,10.891,1.95,9.249,6.264,6.724,6.158
n01440764_5043.JPEG,6.936,8.026,5.083,0.48,6.147,0.407,9.864,3.101,6.279,3.181,3.836,2.96
n01440764_505.JPEG,4.244,1.768,6.364,0.789,10.713,0.649,11.075,6.244,8.45,2.808,2.701,6.492
n01440764_5066.JPEG,7.551,6.008,5.133,0.202,10.852,0.599,11.199,5.031,6.584,6.769,6.885,7.04
n01440764_5068.JPEG,7.379,7.715,6.602,3.703,9.592,0.64,10.548,4.649,8.736,7.074,7.079,7.779
n01440764_5081.JPEG,0.757,0.316,0.262,0.508,2.489,0.488,8.639,5.168,3.93,1.126,0.602,0.916
n01440764_5087.JPEG,6.566,6.491,5.966,3.161,5.592,1.861,11.316,5.267,5.406,6.67,5.733,6.481
n01440764_5089.JPEG,6.962,6.447,6.022,0.137,7.49,1.636,5.921,4.933,6.099,5.458,4.847,6.651
n01440764_5091.JPEG,2.842,0.424,2.665,0.275,8.934,0.659,10.273,3.799,6.632,2.762,1.664,3.674
n01440764_5103.JPEG,2.149,1.198,1.697,0.326,7.953,0.332,10.801,6.298,8.164,2.31,1.89,2.13
n01440764_5108.JPEG,2.412,1.913,3.52,1.177,6.284,2.086,11.336,3.342,8.143,5.355,6.096,6.4
n01440764_5112.JPEG,7.843,2.126,7.658,3.128,6.354,3.432,8.923,3.232,8.196,3.258,0.338,1.879
n01440764_5133.JPEG,5.111,4.953,3.743,1.267,9.541,1.021,10.574,6.838,7.778,6.918,6.181,5.855
n01440764_5148.JPEG,7.568,6.76,5.027,0.864,9.176,0.858,10.735,6.279,6.248,7.577,3.455,3.847
n01440764_5154.JPEG,4.863,3.784,2.824,1.266,11.275,0.286,10.96,5.608,8.765,4.488,2.365,5.588
n01440764_5163.JPEG,6.297,6.151,5.943,3.64,7.109,1.222,7.698,7.392,7.373,6.773,6.481,6.174
n01440764_5173.JPEG,4.528,3.485,2.386,0.166,4.811,0.612,1.6,2.395,4.921,4.367,2.935,1.909
n01440764_5176.JPEG,8.907,9.972,7.413,4.241,8.593,8.14,10.401,6.391,5.735,7.294,7.364,6.922
