filename,regnet_y_800mf,regnet_x_16gf,vgg13,vgg19,ViTB32,EfficientNetV2_l,EfficientNetb2,DenseNet169,regnet_x_800mf,ViTH14,EfficientNetb5,DenseNet121,ViTL16,Inception_v3,MNASNet0_5,vgg16_bn,ConvNeXt_large,MaxVit,wide_resnet101_2,swin_v2_b,shufflenet_v2_x0_5,vgg13_bn,EfficientNetb1,swin_s,EfficientNetb6,swin_t,vgg11_bn,regnet_y_16gf,MNASNet0_75,squeezenet1_0,resnet152,ConvNeXt_small,shufflenet_v2_x1_5,MNASNet1_3,swin_v2_s,ConvNeXt_base,resnext101_32x8d,vgg19_bn,regnet_x_8gf,swin_b,regnet_x_1_6gf,EfficientNetb4,regnet_x_400mf,resnet18,resnext50_32x4d,resnet50,regnet_y_32gf,resnext101_64x4d,EfficientNetb3,EfficientNetV2_m,EfficientNetV2_s,resnet34,MobileNet_v3_large,AlexNet,MobileNet_V2,regnet_y_1_6gf,regnet_y_400mf,swin_v2_t,wide_resnet50_2,shufflenet_v2_x1_0,ConvNeXt_tiny,resnet101,regnet_x_32gf,DenseNet201,vgg16,ViTB16,MNASNet1_0,regnet_x_3_2gf,regnet_y_8gf,EfficientNetb7,squeezenet1_1,regnet_y_128gf,MobileNet_v3_small,DenseNet161,GoogLeNet,EfficientNetb0,regnet_y_3_2gf,vgg11,shufflenet_v2_x2_0,ViTL32
n01440764_10026.JPEG,1.289,8.168,0.404,0.346,9.068,9.662,4.077,11.509,3.152,3.178,10.629,8.074,9.974,11.513,0.651,1.657,2.156,8.105,7.71,3.265,0.557,4.133,9.254,4.651,10.009,3.062,0.398,10.906,4.08,0.196,8.672,5.395,5.009,4.249,0.929,3.719,4.538,5.718,7.834,3.672,4.944,10.648,4.209,2.708,6.76,5.882,10.884,5.892,10.522,7.546,9.483,4.478,5.543,0.171,3.728,7.156,7.55,2.385,5.607,0.69,5.43,8.945,7.75,11.511,1.024,4.97,0.553,8.222,10.383,9.636,0.544,7.542,0.961,11.51,1.296,7.735,8.984,0.375,3.138,8.158
n01440764_10027.JPEG,9.372,11.489,9.311,11.189,11.175,6.65,9.309,11.513,9.449,0.506,11.435,11.513,10.569,11.513,0.309,11.508,9.59,9.122,11.494,9.131,1.874,7.752,10.96,9.305,10.338,2.625,8.738,11.266,6.539,0.345,11.486,10.173,11.367,9.08,9.098,8.909,11.291,11.507,11.504,4.373,8.991,14.906,7.587,8.067,15.028,11.514,9.17,11.896,11.976,4.748,9.62,6.651,7.35,2.095,8.374,8.503,7.197,8.351,11.138,4.076,10.689,11.478,11.483,11.513,3.919,4.313,1.467,11.465,11.221,11.43,0.63,8.416,0.312,11.513,9.027,8.172,9.506,7.807,11.421,6.29
n01440764_10029.JPEG,3.746,3.09,2.173,0.486,11.279,8.079,6.363,5.685,1.034,0.633,9.17,4.872,11.015,6.186,0.667,1.818,8.453,8.651,4.215,6.745,0.67,0.504,7.063,6.064,9.105,6.091,0.603,11.254,0.676,0.808,3.844,7.299,1,1.461,4.817,8.135,2.928,2.289,3.416,7.325,1.656,9.322,1.099,0.231,3.955,3.503,10.249,2.211,9.237,8.949,9.46,0.337,5.78,0.452,0.489,8.57,6.487,6.162,3.467,0.261,3.903,4.373,3.109,2.931,0.719,4.196,0.218,3.269,7.775,10.945,0.778,9.771,5.816,2.375,9.762,4.695,8.728,0.469,0.343,9.889
n01440764_10040.JPEG,9.458,3.853,0.583,0.822,9.921,8.125,10.375,1.942,1.034,0.48,9.022,5.28,9.077,3.962,0.359,2.406,8.323,7.66,3.779,4.63,0.128,0.54,8.518,7.828,7.519,6.46,1.048,10.636,1.621,1.822,3.898,6.571,1.567,2.26,5.637,7.522,3.336,1.46,4.098,8.052,2.174,8.611,1.465,0.538,4.385,3.324,9.218,2.973,7.868,8.808,9.292,1.271,7.769,6.429,2.072,8.825,8.363,6.744,4.371,0.449,4.261,4.378,3.876,4.188,0.581,0.968,0.739,1.742,10.452,9.635,0.746,7.537,8.397,1.751,1.557,7.126,9.819,2.462,0.275,4.221
n01440764_10042.JPEG,1.37,1.733,2.576,0.878,1.412,4.247,0.649,6.773,3.517,0.829,0.818,6.724,5.548,11.513,0.608,0.852,3.241,1.648,1.224,3.67,1.138,1.635,0.827,5.689,3.538,3.152,0.851,2.544,0.562,1.782,6.394,1.11,1.95,0.729,1.305,2.662,1.856,1.247,1.018,4.208,4.902,9.278,1.553,1.112,1.264,1.206,1.631,1.98,1.326,6.175,6.759,1.861,0.902,0.522,1.522,4.623,0.919,0.799,4.64,0.542,2.899,3.725,3.425,11.512,1.502,0.41,0.683,1.038,3.031,1.909,0.698,6.147,0.524,10.213,2.889,1.398,1.845,1.106,1.884,2.715
n01440764_10043.JPEG,8.064,3.619,1.639,0.527,11.121,10.382,10.571,5.141,1.463,0.242,10.492,5.357,10.842,6.376,0.166,1.926,5.955,7.716,4.609,5.517,0.38,2.143,9.337,3.958,10.161,2.624,1.828,9.369,2.815,0.343,3.58,4.728,2.596,3.406,5.052,6.134,3.855,6.2,3.823,6.363,3.107,9.383,2.191,0.615,4.345,3.058,10.167,3.591,9.545,8.751,9.326,3.393,5.737,0.885,1.858,8.044,7.718,3.99,4.263,0.999,1.04,3.742,3.727,5.349,1.513,1.131,3.713,3.486,9.374,9.591,0.448,9.507,6.738,5.844,4.751,8.004,7.615,2.077,0.268,5.75
n01440764_10048.JPEG,7.971,4.373,4.56,9.721,11.221,11.351,10.491,8.575,2.272,0.84,11.145,8.862,10.215,10.318,0.575,11.334,2.332,8.306,5.482,4.685,2.473,10.492,8.871,1.203,9.487,4.262,4.854,10.186,2.958,0.949,5.504,2.85,4.047,4.135,3.751,4.387,4.967,9.716,5.233,3.295,4.112,9.434,2.843,4.573,6.553,4.883,10.15,4.3,9.649,8.777,10.065,5.657,6.35,3.365,3.528,7.724,7.52,4.601,5.616,8.748,1.474,5.854,5.127,7.278,6.708,0.941,4.655,4.373,9.791,10.614,0.987,9.77,10.351,10.773,8.364,6.436,8.831,2.696,1.791,5.024
n01440764_10066.JPEG,10.47,6.056,0.704,0.497,7.844,11.271,9.8,11.509,3.448,0.328,11.407,11.508,10.4,11.511,0.243,0.423,3.725,9.379,5.857,4.225,0.739,1.247,8.226,5.836,10.218,4.851,3.547,10.883,1.791,2.237,7.106,1.104,3.669,4.609,2.479,5.167,6.735,0.684,6.607,6.832,4.725,10.507,4.535,1.481,7.011,5.065,10.209,5.373,9.433,8.184,9.874,3.585,8.156,4.098,3.614,8.681,6.734,5.005,6.067,0.848,1.839,7.787,6.562,9.472,1.59,2.905,1.245,5.801,9.816,9.68,2.321,8.304,0.754,10.244,5.374,6.284,9.305,1.035,5.531,5.751
n01440764_10074.JPEG,7.809,3.666,1.701,0.874,8.274,5.498,7.01,5.258,2.231,2.159,8.986,2.499,7.301,7.858,0.311,1.111,6.827,7.764,4.516,5.86,1.805,1.533,8.475,7.1,6.531,4.777,1.536,9.219,0.747,0.397,4.008,6.889,0.963,1.575,4.944,7.643,3.632,4.022,5.095,8.364,2.466,7.816,2.657,0.731,4.651,3.53,7.64,3.485,8.696,6.33,7.766,1.253,7.337,0.887,1.856,8.105,6.096,6.103,4.337,0.428,3.132,4.486,6.035,3.371,1.931,0.216,0.942,3.155,8.218,9.077,0.115,6.659,6.557,3.94,5.058,4.203,8.17,0.501,0.645,5.14
n01440764_1009.JPEG,7.083,2.325,4.203,0.301,10.483,10.946,9.475,5.289,0.337,0.69,11.321,5.314,10.127,4.635,0.389,1.255,3.282,9.141,2.526,5.129,0.125,0.8,7.176,3.203,10.029,1.112,2.524,9.959,0.223,1.124,2.333,3.607,0.498,0.279,3.321,4.373,0.588,1.564,2.745,5,0.458,7.626,0.535,1.163,0.82,0.606,9.103,0.57,9.526,9.403,9.296,0.291,1.82,0.712,0.58,6.737,7.12,3.486,0.426,2.783,1.405,2.77,0.774,2.571,0.426,1.368,0.311,1.851,9.89,9.132,1.278,8.317,7.089,5.09,4.878,4.157,9.426,2.896,0.478,3.468
n01440764_10095.JPEG,4.334,8.479,4.869,4.16,2.348,2.114,4.755,11.511,3.438,1.311,5.761,1.921,2.402,11.513,1.872,7.574,2.373,4.673,6.309,5.289,1.937,1.124,6.013,6.702,3.173,4.848,1.138,0.902,3.217,0.79,9.609,2.542,4.784,3.968,3.972,3.364,5.191,8.967,8.265,4.368,5.6,9.353,1.755,4.176,8.743,5.089,4.433,4.494,7.285,7.118,7.741,0.891,3.303,2.282,3.827,3.623,6.118,5.361,5.328,3.379,1.638,10.462,6.865,8.122,4.419,0.275,1.125,7.81,2.428,1.92,0.353,1.114,0.729,11.512,4.909,1.353,7.729,0.63,1.815,1.453
n01440764_10108.JPEG,6.297,1.112,1.088,0.415,6.953,10.193,8.565,3.622,0.384,0.43,10.947,3.633,10.465,3.805,0.302,0.2,4.764,7.725,1.904,2.947,0.616,0.385,8.606,0.913,10.173,0.936,0.25,9.628,0.116,0.805,1.112,3.402,0.994,0.339,2.319,4.458,0.846,0.46,1.121,1.92,0.463,6.433,0.605,0.317,1.104,1.142,9.536,0.588,8.874,7.696,8.446,0.549,4.811,2.694,0.521,7.574,6.803,2.53,1.092,0.609,0.096,1.087,1.406,1.407,0.286,1.437,0.268,0.676,8.834,10.573,0.337,7.515,5.3,4.054,5.297,3.781,7.282,1.186,0.64,6.734
n01440764_10110.JPEG,8.749,3.072,3.447,2.489,10.069,11.363,10.848,5.288,0.705,0.423,10.087,6.262,10.501,5.506,0.855,4.977,0.734,7.447,3.146,1.157,1.353,5.212,9.819,0.482,9.806,1.726,3.446,10.273,0.652,0.434,3.386,3.15,2.025,0.687,1.597,4.219,2.577,5.624,3.235,0.756,1.507,8.116,1.578,2.801,3.213,2.575,9.463,1.974,10.232,8.831,9.268,4.259,9.05,0.751,1.802,8.636,7.978,1.722,2.587,3.259,0.027,2.714,3.491,4.95,4.211,0.165,3.15,2.059,9.844,10.445,0.543,7.78,8.879,4.755,7.759,7.733,9.304,3.622,1.723,9.105
n01440764_10120.JPEG,6.484,4.037,0.312,0.797,10.205,8.818,7.974,4.811,1.164,1.005,11.038,7.353,11.117,7.242,0.533,3.019,2.784,7.931,4.186,3.158,0.317,2.196,8.543,0.861,10.421,4.234,0.447,10.166,1.976,0.393,3.775,2.038,2.242,3.05,2.641,6.018,4.338,2.934,4.455,3.048,3.438,7.255,2.992,0.915,4.904,4.143,11.291,3.187,8.923,8.689,9.655,2.412,3.944,0.941,3.013,7.758,6.6,4.709,3.781,0.186,0.093,3.594,4.207,4.082,1.46,3.294,1.017,3.525,9.749,11.015,0.195,10.393,1.188,3.477,9.093,4.127,8.809,0.242,0.779,5.865
n01440764_10124.JPEG,7.969,11.481,5.177,9.686,8.364,7.714,11.413,11.513,9.347,2.417,11.44,11.513,10.181,11.513,1.46,8.213,6.742,7.834,11.491,10.634,2.296,11.782,10.903,6.629,11.39,7.644,6.322,11.121,6.338,0.807,11.488,7.097,8.046,8.923,10.008,9.896,11.286,11.513,11.495,4.75,8.743,13.817,8.929,9.845,15.021,10.894,10.454,12.435,12.462,6.522,8.625,8.635,8.78,0.814,7.084,7.792,7.946,10.731,10.226,2.224,8.868,11.484,11.448,11.513,11.512,5.595,1.142,11.475,10.86,11.194,5.394,6.093,3.582,11.513,5.764,4.53,9.58,6.764,11.415,7.244
n01440764_10150.JPEG,5.283,0.902,1.083,1.782,9.908,9.462,7.061,3.3,0.528,0.188,8.732,3.223,10.986,0.982,0.184,2.981,1.303,8.325,0.787,1.789,0.197,2.561,6.695,0.517,9.306,0.988,1.586,8.432,0.403,0.217,0.734,1.945,1.321,0.557,1.484,4.092,0.963,2.818,0.89,1.151,0.591,4.981,0.756,1.298,1.635,1.366,8.488,0.901,6.795,7.689,7.865,2.766,5.125,0.743,1.771,5.647,5.099,1.164,1.217,2.483,0.122,1.158,1.331,1.548,1.439,0.17,1.351,0.447,6.688,9.438,0.221,7.841,4.448,2.44,9.42,5.627,7.997,1.957,0.763,8.168
n01440764_10159.JPEG,6.78,8.006,4.89,5.05,8.868,8.77,10.053,11.51,3.339,0.412,11.105,10.722,10.691,11.508,1.787,9.601,7.645,7.624,6.64,6.994,1.235,8.387,9.996,4.099,10.835,5.611,6.868,10.25,2.465,1.165,7.686,7.261,3.732,3.525,3.667,7.778,6.068,11.073,7.962,6.708,4.292,10.542,3.387,6.368,6.75,5.77,10.095,5.175,11.359,8.898,10.077,6.56,8.84,1.095,3.467,8.864,7.691,5.886,5.456,9.537,7.029,8.666,7.761,9.608,6.253,0.822,8.962,7.18,9.232,11.403,2.484,9.299,8.197,9.611,9.352,8.495,7.812,4.295,2.352,4.598
n01440764_10162.JPEG,7.524,4.448,2.568,1.514,9.608,10.641,10.446,5.49,0.644,0.411,8.237,4.467,10.841,4.313,2.195,6.607,8.668,8.232,4.427,7.6,0.589,2.359,8.201,7.089,7.781,6.084,0.833,11.165,0.392,1.325,4.346,7.038,0.713,2.551,7.404,8.9,3.911,2.547,4.511,8.527,1.594,8.53,0.253,2.302,4.325,3.98,6.735,3.913,10.008,9.37,9.899,2.479,7.225,1.018,0.853,8.346,6.869,6.948,4.4,2.944,4.473,3.484,3.941,6.007,3.043,1.944,6.792,2.428,10.544,9.321,0.934,7.211,8.309,5.21,9.268,6.276,9.588,0.94,0.68,6.439
n01440764_10183.JPEG,9.164,11.459,2.964,2.564,7.832,5.529,1.562,0.559,9.665,2.583,2.933,3.939,11.044,11.513,0.837,1.928,6.12,4.548,11.466,10.441,0.616,4.081,1.031,10.842,5.671,10.275,0.54,11.072,0.985,0.559,11.437,8.631,4.382,6.192,10.09,3.867,11.261,1.729,11.471,11.443,8.521,7.654,2.743,0.657,12.782,11.501,7.587,12.082,6.215,5.031,9.031,1.555,0.491,0.361,3.378,8.344,6.03,10.946,11.904,1.55,7.72,11.477,11.45,10.152,1.056,0.565,0.598,11.494,8.974,1.351,1.073,6.885,0.408,8.776,0.866,4.925,8.736,0.54,9.136,8.002
n01440764_10194.JPEG,6.707,11.428,0.57,7.519,8.259,5.521,4.106,11.513,9.485,2.274,2.323,11.513,9.148,11.513,4.181,2.637,11.425,6.986,11.452,10.195,1.243,5.275,10.442,7.164,5.415,4.756,4.492,11.028,8.167,0.808,11.48,11.424,8.602,9.857,10.369,11.361,11.34,7.239,11.48,4.862,8.41,11.808,9.192,0.965,14.243,11.403,4.74,12.19,6.782,8.144,10.247,2.365,9.17,0.266,10.465,7.818,8.753,10.333,12.088,9.489,13.818,11.486,11.463,11.513,9.444,0.559,6.507,11.47,11.141,1.169,2.478,1.77,0.721,11.513,8.729,8.219,9.175,0.476,11.157,9.633
n01440764_10211.JPEG,0.496,0.436,0.503,0.355,1.985,7.08,0.517,0.225,0.13,0.465,2.657,0.339,7.566,0.168,0.431,0.407,0.637,5.852,0.592,0.803,0.506,0.981,0.512,0.812,4.754,0.345,0.343,4.178,0.109,0.304,0.388,0.653,0.177,0.208,0.46,0.709,0.251,0.198,0.291,0.763,0.24,6.109,0.066,0.411,0.211,0.282,2.776,0.135,4.028,5.198,4.043,0.241,0.367,3.257,0.139,1.045,0.601,0.649,0.196,0.237,0.454,0.385,0.335,0.174,0.287,1.289,0.24,0.296,4.421,5.106,0.45,1.641,0.433,0.266,0.887,0.935,2.578,0.238,0.147,1.289
n01440764_10218.JPEG,8.683,3.199,3.677,5.356,5.598,10.126,10.505,4.414,0.58,1.369,10.653,5.19,11.124,7.453,0.289,6.16,0.203,8.47,3.767,1.687,0.681,5.349,8.802,1.793,9.487,3.656,2.813,10.202,0.931,1.607,2.986,2.107,1.085,0.911,0.961,2.35,2.092,8.838,2.076,4.942,1.556,9.055,0.93,2.179,3.354,2.082,8.929,2.279,8.793,9.044,9.714,0.949,7.368,0.99,0.84,7.987,7.965,5.074,2.521,0.975,0.211,3.19,3.698,3.835,4.51,2.363,0.436,1.656,10.14,11.035,1.385,8.819,9.129,4.748,6.775,7.501,10.468,2.462,1.059,6.498
n01440764_10227.JPEG,6.344,9.397,0.739,0.56,8.199,3.031,5.174,5.311,5.293,0.727,1.897,8.827,8.048,4.747,1.678,3.857,8.379,7.489,9.218,6.949,1.344,0.743,7.844,7.543,9.159,8.211,0.401,10.786,1.441,2.698,9.287,6.233,1.757,3.347,6.48,9.509,9.41,2.032,9.44,5.447,6.094,5.783,3.899,0.581,5.207,6.664,1.641,7.89,5.642,7.009,8.743,3.107,3.733,2.491,2.884,6.513,5.615,6.355,9.217,1.27,7.491,8.738,7.733,5.044,1.647,0.143,1.851,2.094,10.933,6.048,3.993,2.622,1.173,5.498,4.034,2.619,7.872,0.488,3.624,6.161
n01440764_1024.JPEG,4.906,1.93,0.793,0.517,3.244,7.294,4.99,1.077,0.428,2.234,6.172,0.987,9.548,2.402,0.19,0.775,3.592,7.009,1.502,6.812,0.183,0.635,5.887,3.44,7.264,1.511,0.824,9.622,0.132,0.361,1.857,4.505,0.669,0.705,5.438,5.896,2.244,0.603,2.681,4.966,0.783,6.734,0.466,0.256,1.907,1.098,1.176,2.27,5.485,8.798,7.417,0.487,4.262,0.913,0.458,4.585,5.378,3.111,1.68,0.678,1.239,1.626,1.922,0.756,0.293,0.229,0.659,1.809,9.498,5.9,0.239,6.878,2.348,0.849,0.394,0.566,8.268,0.238,0.185,3.03
n01440764_10251.JPEG,5.821,3.391,0.717,0.556,9.095,5.604,8.156,5.77,1.529,1.62,5.882,4.115,7.684,5.441,0.273,4.244,7.42,8.339,4.115,6.85,0.534,3.822,7.935,8.563,8.859,5.21,1.173,8.971,1.325,0.797,3.929,6.675,1.447,3.372,6.617,7.017,2.544,4.044,4.876,7.548,2.034,7.82,1.995,0.215,4.787,3.484,7.957,3.141,8.179,8.903,8.496,0.879,4.997,1.24,3.227,6.299,5.156,6.519,4.722,0.786,4.682,3.514,4.794,3.996,0.477,0.14,2.637,2.806,8.796,8.671,0.83,6.83,6.305,5.904,7.072,4.075,8.104,0.622,0.397,4.931
n01440764_10254.JPEG,6.696,3.216,0.4,2.368,9.206,4.983,7.528,4.299,1.121,0.569,4.706,5.928,4.788,4.179,0.313,3.314,0.616,7.247,2.953,3.073,0.252,1.559,7.579,5.011,8.244,3.718,1.448,6.849,1.668,0.506,2.818,3.305,2.819,2.54,4.597,4.655,2.823,3.19,3.763,6.394,1.712,6.368,1.057,0.55,3.817,3.422,6.352,2.502,7.549,7.468,7.685,3.577,4.718,0.662,2.469,5.21,5.47,3.155,3.01,0.378,0.556,3.056,3.956,4.398,0.525,0.241,1.052,2.502,7.12,6.151,0.476,5.176,5.034,3.576,2.907,4.691,8.112,0.958,0.747,4.037
n01440764_10281.JPEG,1.475,0.261,0.371,0.298,10.319,7.421,0.526,0.216,0.03,0.65,8.517,0.173,10.459,0.231,0.064,0.282,0.544,7.876,0.249,0.25,0.233,0.492,0.163,0.176,8.28,0.132,0.304,1.766,0.121,0.566,0.071,0.245,0.118,0.229,0.147,0.133,0.138,0.523,0.071,0.229,0.193,4.802,0.035,0.559,0.152,0.087,8.009,0.107,4.896,7.531,7.542,0.346,0.422,0.244,0.203,1.078,0.491,0.174,0.175,0.449,0.176,0.089,0.221,0.33,0.58,0.282,0.332,0.055,3.998,7.173,0.529,7.474,0.335,0.927,8.889,0.718,3.855,0.178,0.352,3.979
n01440764_10290.JPEG,6.77,1.606,0.431,0.539,10.552,10.554,7.959,2.617,0.801,0.908,9.362,2.333,8.983,2.717,0.877,1.062,2.1,9.317,1.552,1.613,1.831,1.815,6.673,0.483,9.614,1.137,1.006,9.072,0.237,0.86,1.458,2.043,0.834,0.398,1.918,3.985,1.299,1.481,1.582,2.089,0.993,6.849,0.901,0.798,1.989,2.403,9.453,1.027,8.6,8.689,8.155,0.327,4.737,1.247,0.663,8.465,5.341,1.98,1.826,2.704,1.225,1.7,1.559,1.069,0.797,0.773,0.145,1.028,7.865,10.371,0.73,3.421,3.711,2.733,6.192,6.514,7.913,0.817,0.855,3.403
n01440764_10293.JPEG,5.457,3,0.346,1.247,10.101,6.47,3.913,2.52,0.553,0.712,4.21,1.184,10.739,2.786,0.165,0.71,5.261,6.145,2.695,1.104,0.382,1.538,3.239,0.819,4.926,1.987,0.795,9.859,0.307,0.51,3.388,2.008,0.345,0.439,1.43,6.347,2.876,2.009,3.944,3.405,1.77,6.451,0.616,0.808,3.967,3.748,8.568,2.177,5.602,7.9,6.519,1.652,1.427,0.307,0.451,4.913,4.385,1.978,4.012,0.24,0.37,3.573,3.076,4.518,3.5,0.327,0.547,3.529,7.84,7.361,0.421,5.965,4.055,3.352,1.53,0.923,7.078,0.243,0.588,5.764
n01440764_10307.JPEG,7.223,6.133,1.505,1.177,8.562,9.849,8.193,7.092,1.553,0.835,10.775,11.064,10.411,9.565,0.797,4.595,7.399,8.006,5.77,6.904,0.645,0.426,9.605,4.168,11.863,5.252,1.037,10.164,3.335,2.128,5.229,3.824,2.644,3.59,4.986,6.011,5.068,2.189,6.498,6.011,4.198,10.206,3.198,0.539,6.705,5.171,8.756,3.13,9.556,8.7,9.127,0.597,6.694,1.359,0.854,8.033,7.597,7.18,5.098,2.312,4.364,5.406,6.511,8.957,3.096,1.253,1.091,5.617,10.376,10.106,3.483,8.477,9.175,9.688,5.892,4.157,9.51,1.236,0.459,8.386
n01440764_10317.JPEG,1.706,1.44,0.207,1.522,9.823,7.077,2.391,1.993,0.354,0.834,6.649,2.19,9.724,3.071,0.237,3.011,0.215,6.971,1.663,3.48,0.487,0.53,2.039,0.941,6.398,1.632,0.109,7.59,0.319,0.252,1.185,0.552,0.154,0.55,2.44,2.388,2.069,0.91,2.611,0.974,0.576,2.961,0.211,0.235,2.851,0.999,2.085,1.458,4.942,7.13,6.729,0.199,1.846,0.53,1.086,5.35,3.232,2.964,1.448,0.693,0.084,1.11,1.994,1.466,0.677,1.532,1.045,0.605,7.073,7.526,0.281,4.981,1.876,1.575,7.911,1.966,7.684,0.667,0.547,6.667
n01440764_10319.JPEG,4.084,0.116,0.592,0.622,0.945,7.67,4.872,0.464,0.176,0.367,6.18,0.294,7.035,0.385,0.228,0.973,0.38,4.21,0.144,0.705,0.23,0.817,3.481,0.12,3.814,0.251,0.432,6.552,0.327,0.638,0.076,0.26,0.218,0.171,0.519,0.676,0.075,0.615,0.074,0.13,0.095,5.06,0.088,0.249,0.319,0.148,7.677,0.275,5.188,7.135,5.317,0.236,3.008,0.604,0.175,5.062,3.007,0.946,0.179,1.082,0.183,0.224,0.277,0.381,0.736,0.263,0.814,0.268,6.624,4.822,0.66,4.795,1.95,0.31,1.221,1.869,6.597,0.542,1.34,1.256
n01440764_10320.JPEG,8.524,1.611,3.682,4.424,8.898,9.397,9.521,2.279,0.281,0.353,9.902,3.254,11.08,4.051,0.76,5.223,5.876,6.403,2.537,3.565,0.234,6.383,8.136,3.739,10.444,1.072,3.686,11.135,0.469,0.292,2.374,5.601,0.63,0.407,4.298,5.791,1.031,6.049,1.945,5.067,0.659,8.049,0.749,3.184,1.865,1.186,10.354,0.615,9.793,8.679,9.782,1.758,6.131,0.718,0.79,7.276,6.313,3.678,1.353,4.243,0.145,1.559,1.168,2.276,4.626,0.525,0.902,1.137,10.578,11.217,0.256,9.354,6.368,3.14,7.462,8.115,9.43,3.138,0.551,3.919
n01440764_10323.JPEG,6.989,2.631,3.383,2.014,8.123,7.658,6.878,4.041,0.862,0.686,9.298,5.614,9.02,5.632,0.23,1.808,6.066,7.922,2.683,4.518,0.481,4.746,6.703,5.891,9.985,4.296,3.381,8.054,0.586,0.99,3.841,4.953,2.994,1.142,4.334,6.08,1.898,6.344,3.884,6.661,0.997,8.065,2.61,3.994,2.395,2.858,7.922,2.408,8.175,7.55,8.273,2.872,3.441,0.268,1.12,5.707,5.319,4.181,2.5,1.938,2.159,3.618,2.546,2.452,2.829,0.156,1.781,2.424,7.069,10.744,1.882,7.156,9.447,4.636,9.272,5.061,7.945,1.706,0.607,5.436
n01440764_10331.JPEG,0.394,0.238,0.298,0.476,0.113,1.669,0.254,0.272,0.13,0.233,0.574,0.676,0.685,0.775,0.223,0.336,0.867,3.179,0.214,0.704,0.72,0.493,0.353,0.361,0.758,0.115,0.303,1.34,0.118,0.306,0.116,0.205,0.628,0.506,0.576,0.332,0.407,0.354,0.171,0.348,0.116,0.38,0.251,0.213,0.194,0.02,0.933,0.511,0.56,0.623,0.625,0.562,0.269,1.021,0.368,1.086,0.451,0.192,0.415,1.659,0.083,0.259,0.09,0.418,0.523,0.47,0.289,0.164,1.171,0.405,1.937,1.124,0.344,0.492,0.968,0.174,0.399,0.565,0.356,1.469
n01440764_10342.JPEG,7.166,5.813,0.416,1.855,7.877,9.454,9.532,7.026,1.473,1.463,9.193,2.754,11.207,10.514,0.177,2.576,7.489,7.276,4.215,5.621,0.658,1.148,6.02,5.609,7.389,3.807,0.864,11.286,1.162,0.44,4.413,8.402,1.054,2.895,5.854,7.899,5.183,3.836,5.708,7.228,2.057,9.577,1.475,0.499,4.828,2.845,6.214,5.2,8.745,8.869,8.939,0.408,7.711,1.172,2.732,6.619,4.684,5.161,3.532,0.751,6.255,4.561,4.517,7.831,2.921,0.164,0.263,4.068,11.172,8.668,0.558,8.149,0.651,7.488,0.994,3.527,9.227,0.558,1.41,3.619
n01440764_10361.JPEG,7.414,3.803,0.141,0.381,8.076,5.286,10.441,6.145,1.874,0.278,9.388,6.072,8.577,5.352,0.35,0.43,7.097,8.105,3.942,6.533,1.077,1.331,9.423,7.971,10.845,5.089,0.701,10.157,1.205,0.402,3.828,6.783,2.274,2.663,3.863,7.301,2.575,3.057,4.408,7.565,2.867,7.498,1.713,0.915,4.232,2.476,9.544,3.31,9.352,8.314,9.151,1.858,5.692,0.737,2.039,5.812,7.68,6.689,3.924,0.654,3.667,3.605,5.262,4.783,0.694,0.223,0.822,2.645,9.027,10.722,0.655,9.123,5.693,6.252,4.426,5.504,7.92,0.362,0.204,5.968
n01440764_10365.JPEG,7.942,7.376,3.505,4.667,9.999,8.357,9.934,8,4.156,0.522,10.32,10.101,10.046,11.512,0.562,5.928,8.776,7.161,7.307,6.433,0.326,7.258,8.379,6.554,11.498,2.665,1.888,10.192,3.242,0.319,7.267,6.447,3.624,5.243,4.855,7.498,6.342,6.352,6.81,5.909,5.144,9.708,3.104,1.356,7.41,6.257,8.445,5.423,10.27,8.672,9.963,5.22,9.171,1.716,3.698,8.695,7.201,6.771,6.073,1.153,4.904,8.229,6.823,7.24,4.237,0.318,3.371,7.126,9.809,9.088,0.479,8.178,1.13,9.603,8.657,4.35,9.182,1.562,3.583,6.751
n01440764_10373.JPEG,7.539,10.42,0.45,0.718,4.725,5.941,6.409,10.299,6.448,0.703,7.63,11.503,10.765,11.512,0.388,2.183,1.74,8.293,9.684,6.913,6.62,0.823,8.153,9.353,4.464,8.852,0.042,11.297,0.514,1.253,8.961,4.87,2.353,0.728,1.228,8.081,8.383,0.751,11.314,8.06,7.911,9.093,4.377,1.587,10.114,8.222,5.8,7.746,9.816,8.553,10.703,0.44,3.149,1.863,3.913,9.946,4.387,6.433,6.98,0.8,5.862,10.27,10.436,9.925,0.563,2.006,3.181,5.647,11.191,7.043,0.755,4.449,1.421,8.859,3.21,0.639,9.169,0.998,1.358,4.695
