filename,regnet_y_800mf,regnet_x_16gf,vgg13,vgg19,ViTB32,EfficientNetV2_l,EfficientNetb2,DenseNet169,regnet_x_800mf,ViTH14,EfficientNetb5,DenseNet121,ViTL16,Inception_v3,MNASNet0_5,vgg16_bn,ConvNeXt_large,MaxVit,wide_resnet101_2,swin_v2_b,shufflenet_v2_x0_5,vgg13_bn,EfficientNetb1,swin_s,EfficientNetb6,swin_t,vgg11_bn,regnet_y_16gf,MNASNet0_75,squeezenet1_0,resnet152,ConvNeXt_small,shufflenet_v2_x1_5,MNASNet1_3,swin_v2_s,ConvNeXt_base,resnext101_32x8d,vgg19_bn,regnet_x_8gf,swin_b,regnet_x_1_6gf,EfficientNetb4,regnet_x_400mf,resnet18,resnext50_32x4d,resnet50,regnet_y_32gf,resnext101_64x4d,EfficientNetb3,EfficientNetV2_m,EfficientNetV2_s,resnet34,MobileNet_v3_large,AlexNet,MobileNet_V2,regnet_y_1_6gf,regnet_y_400mf,swin_v2_t,wide_resnet50_2,shufflenet_v2_x1_0,ConvNeXt_tiny,resnet101,regnet_x_32gf,DenseNet201,vgg16,ViTB16,MNASNet1_0,regnet_x_3_2gf,regnet_y_8gf,EfficientNetb7,squeezenet1_1,regnet_y_128gf,MobileNet_v3_small,DenseNet161,GoogLeNet,EfficientNetb0,regnet_y_3_2gf,vgg11,shufflenet_v2_x2_0,ViTL32
n01440764_3761.JPEG,6.546,4.525,3.402,5.4,4.741,8.138,8.565,4.016,1.823,0.605,11.454,4.866,10.732,11.513,0.823,4.061,1.75,7.383,5.117,2.318,0.827,5.929,8.41,0.504,10.773,2.988,4.027,10.182,0.977,0.325,5.449,4.081,1.606,1.602,2.743,5.759,4.24,6.911,4.482,2.327,2.183,6.089,1.196,3.331,5.283,2.991,7.082,3.072,5.915,8.436,9,2.513,6.526,2.01,1.625,6.681,7.94,4.413,3.405,0.719,0.863,5.379,4.557,4.716,4.86,2.488,3.111,3.76,8.691,11.418,1.262,6.907,3.75,6.227,4.814,6.283,8.678,4.164,1.971,6.117
n01440764_3778.JPEG,7.908,3.385,1.667,3.813,3.31,8.41,9.506,3.864,1.452,0.344,1.542,4.319,11.198,11.513,0.319,6.289,10.447,10.328,3.476,8.171,0.415,6.016,8.255,8.95,8.422,6.732,3.437,11.164,0.535,0.401,3.952,7.981,0.285,0.45,8.148,9.508,1.617,5.231,4.649,10.254,1.051,9.44,0.758,1.122,3.983,1.353,5.619,1.729,10.566,9.144,10.069,0.7,7.79,0.528,0.609,8.15,7.094,7.481,3.292,2.004,4.905,3.949,3.932,2.665,4.84,1.082,2.725,3.238,10.908,3.362,0.691,2.977,7.235,5.593,3.962,5.487,9.337,3.741,0.937,5.763
n01440764_3779.JPEG,8.576,4.81,0.625,2.412,10.759,8.914,10.719,4.728,1.799,0.244,11.432,6.579,10.832,11.513,0.683,3.808,2.242,9.455,3.189,2.396,1.373,3.546,9.198,1.103,10.3,3.491,2.71,10.99,1.554,1.302,4.113,1.69,1.893,2.205,2.485,5.24,2.361,4.448,5.33,2.734,2.767,9.491,2.566,0.746,3.494,3.297,7.872,2.907,10.823,8.414,9.092,3.392,6.126,2.091,2.333,8.301,8.179,3.917,3.73,1.323,0.269,3.897,5.32,3.984,4.266,0.355,1.428,4.264,10.545,10.605,0.509,5.351,9.317,5.546,7.373,6.85,8.497,1.841,2.814,6.872
n01440764_3781.JPEG,10.446,3.265,0.343,0.202,6.173,8.717,10.54,3.734,0.239,0.825,11.432,6.004,11.13,11.513,0.302,1.041,1.544,2.923,3.289,4.007,2.23,0.221,7.247,5.891,10.651,5.96,0.081,11.117,0.349,0.941,3.012,6.355,0.221,0.194,2.091,7.114,1.197,2.851,2.566,6.562,0.558,9.217,0.365,0.967,2.326,2.221,12.118,0.975,9.832,7.19,8.034,0.883,8.336,0.514,0.564,7.048,6.822,3.909,1.223,1.774,1.172,3.563,3.759,2.86,0.292,0.463,1.823,2.27,10.626,11.378,0.798,7.112,5.645,5.032,8.868,6.422,9.152,0.317,1.021,4.741
n01440764_3782.JPEG,4.686,3.776,0.839,0.641,6.44,4.212,6.829,3.579,1.319,0.691,6.357,4.311,9.519,11.511,0.79,0.648,2.2,7.643,4.168,3.038,0.578,1.337,7.886,2.971,6.359,3.607,0.652,8.85,1.91,0.248,3.401,1.855,1.738,1.421,3.334,3.516,3.89,1.167,3.24,4.232,2.477,7.802,1.799,2.187,4.801,2.936,8.12,2.595,8.179,8.475,7.908,1.621,4.227,0.511,2.479,5.518,5.195,3.617,3.133,1.495,0.415,4.357,3.871,2.996,0.924,2.435,0.932,4.348,8.462,4.623,0.676,6.131,1.672,2.907,7.478,4.89,7.066,0.906,2.095,4.758
n01440764_3815.JPEG,7.934,2.541,0.8,1.52,10.621,8.397,9.301,3.96,0.783,0.292,11.435,4.157,10.276,11.513,0.29,3.36,2.58,8.444,2.744,4.574,1.92,4.171,7.103,3.94,11.422,3.568,1.875,9.175,2.071,0.867,2.126,4.849,1.47,2.534,4.36,5.418,2.764,3.568,3.179,4.984,1.596,6.936,1.398,1.392,2.358,2.793,10.643,1.956,7.642,8.434,8.888,2.35,6.016,6.02,3.335,6.854,7.576,3.708,2.528,0.963,0.935,3.046,2.261,2.12,2.084,1.725,1.016,1.555,8.776,11.418,2.389,7.531,10.37,2.952,9.509,4.861,7.923,1.04,0.55,5.678
n01440764_3817.JPEG,5.087,5.65,1.095,1.019,3.347,3.047,5.55,4.633,2.188,0.451,11.447,2.069,8.448,9.877,1.342,1.198,1.641,6.292,7.37,5.691,0.771,2.222,4.865,4.389,8.192,4.035,0.61,10.214,1.274,3.201,5.864,3.509,2.619,3.308,4.201,4.824,6.827,3.468,7.876,5.416,2.575,8.471,1.96,1.528,7.678,5.698,8.015,6.875,4.956,6.275,6.936,1.693,1.882,2.308,1.914,2.203,2.778,4.637,6.775,1.317,2.783,6.936,6.381,2.525,0.635,0.574,1.65,5.941,9.474,8.823,0.918,5.043,2.463,7.795,4.468,5.337,7.552,0.665,0.613,3.225
n01440764_3849.JPEG,6.272,1.338,0.19,0.249,6.062,6.758,8.218,1.341,0.387,0.472,11.42,3.203,9.232,11.513,0.256,2.719,6.048,6.089,1.032,1.156,0.225,2.848,5.508,0.364,9.874,0.717,1.16,7.356,0.381,0.604,1.06,1.311,0.666,0.606,1.981,1.799,1.52,2.72,1.965,0.462,0.599,4.463,0.782,0.559,1.641,0.892,5.653,0.69,5.304,5.888,6.341,1.273,4.767,0.18,1.001,7.13,4.901,0.761,1.533,0.506,0.093,1.349,1.858,1.398,1.009,0.326,0.726,0.6,6.238,11.182,0.498,1.781,4,1.57,7.906,5.834,5.257,0.546,0.603,10.145
n01440764_3858.JPEG,0.587,1.72,1.183,0.931,0.147,1.003,3.193,1.808,0.254,0.334,0.174,0.712,6.249,1.171,0.908,0.296,0.987,7.341,1.644,1.285,0.755,0.652,0.864,3.389,0.376,1.897,0.64,5.946,0.348,2.985,2.352,3.94,0.246,0.795,1.247,3.449,1.732,0.264,2.524,4.912,0.396,5.01,0.657,0.15,1.348,0.902,2.322,1.852,5.006,5.922,7.747,0.387,0.616,3.421,0.311,1.439,1.366,2.695,1.595,0.713,0.07,2.51,2.701,1.975,0.365,0.189,1.998,2.247,9.078,0.79,1.159,0.595,0.109,3.001,0.275,0.426,6.616,0.429,0.833,3.962
n01440764_3867.JPEG,7.165,2.792,3.834,5.349,9.383,9.347,10.831,5.425,0.741,0.846,11.273,4.755,10.579,11.513,1.742,5.959,4.544,7.93,2.56,4.835,0.605,4.627,8.609,2.8,8.758,3.358,2.555,10.186,0.962,0.607,3.162,3.756,1.857,1.054,3.772,4.527,2.436,6.537,3.256,3.95,1.82,8.869,1.664,3.407,3.286,2.722,8.704,2.056,10.137,8.49,9.287,4.315,8.522,4.188,2.409,7.556,7.837,4.245,2.719,6.362,1.392,3.307,3.019,2.779,3.649,0.536,3.612,2.745,9.764,11.434,0.217,5.503,10.007,4.263,10.698,9.175,8.418,3.03,2.665,8.359
n01440764_3888.JPEG,3.208,2.163,0.413,0.411,7.611,2.674,3.332,2.79,0.845,0.664,2.773,4.026,6.865,11.512,0.795,0.835,7.127,7.996,1.86,4.552,0.864,0.346,6.103,1.973,2.243,3.775,0.677,5.859,0.72,1.687,2.446,4.028,0.878,1.754,4.727,5.849,2.198,1.53,2.358,5.076,1.412,6.057,0.74,1.928,3.009,1.914,6.381,1.558,4.714,7.934,5.927,1.07,4.747,0.831,1.822,4.186,5.036,4.869,2.123,1.017,0.948,2.467,2.123,2.191,0.488,0.512,1.382,2.189,5.421,2.576,1.544,1.605,8.693,2.969,5.242,2.888,6.624,1.525,0.633,5.801
n01440764_39.JPEG,5.366,2.623,0.623,1.062,7.969,3.491,9.544,3.617,1.189,0.639,9.812,3.739,6.052,11.513,0.324,2.486,5.506,7.737,3.115,4.486,1.803,2.801,8.139,4.853,10.57,4.015,3.108,7.487,1.609,3.945,3.14,5.04,1.993,1.276,4.444,5.452,2.281,2.414,3.787,5.244,1.612,7.709,1.474,0.356,3.472,2.615,6.677,2.31,7.871,8.013,8.309,1.655,6.373,4.901,1.8,6.937,4.56,5.923,2.939,2.352,1.317,3.225,2.822,3.017,0.825,0.183,0.698,2.781,6.837,11.074,4.654,5.601,4.509,4.869,7.238,5.16,6.979,0.464,0.854,5.137
n01440764_3937.JPEG,4.406,2.249,0.555,0.486,2.344,2.66,5.673,1.672,0.587,0.511,9.278,1.88,5.987,5.809,1.128,0.526,5.035,5.534,1.911,4.544,0.336,0.263,5.237,2.93,5.196,2.223,0.289,7.036,1.326,0.354,1.568,1.952,1.028,1.163,3.237,5.597,1.205,0.646,2.17,2.396,0.902,5.656,0.677,0.527,2.512,1.721,6.884,0.9,7.642,5.681,7.345,1.068,2.291,1.546,1.392,4.698,4.623,2.774,2.104,0.336,0.162,2.108,2.751,1.044,0.294,0.281,0.787,1.224,6.521,4.71,0.198,4.54,2.885,1.834,3.507,2.538,6.68,0.094,0.744,5.308
n01440764_3966.JPEG,4.617,6.611,0.734,2.728,2.738,5.687,7.785,6.498,2.958,1.17,11.443,4.605,10.465,11.513,1.905,0.8,4.994,8.255,6.286,6.142,5.272,0.441,4.799,8.121,12.4,6.776,0.361,11.276,0.967,4.423,6.08,6.708,0.514,3.123,6.574,7.213,6.961,0.869,6.952,9.729,2.464,11.106,1.363,1.719,6.703,1.338,9.544,5.037,9.087,9.009,8.926,3.534,4.604,0.385,2.516,7.888,4.109,7.786,5.611,2.633,4.542,8.077,8.64,5.604,0.49,1.418,0.823,3.339,9.398,7.544,1.093,8.627,1.302,6.657,5.578,7.146,9.118,1.833,0.676,5.795
n01440764_3969.JPEG,8.906,11.485,2.33,2.361,10.932,9.636,1.875,11.367,8.65,0.842,5.771,11.513,10.409,11.513,0.719,4.051,1.636,7.323,11.498,8.825,1.056,2.612,11.004,8.489,4.015,3.454,0.903,11.194,6.602,6.152,11.488,8.189,11.5,10.672,10.005,8.592,11.41,1.324,11.488,5.259,8.391,11.509,7.662,1.943,15.168,13.175,1.798,13.423,12.101,5.85,10.577,4.879,5.62,4.153,6.679,7.392,8.38,10.88,11.525,2.474,10.876,11.493,11.5,11.513,1.32,1.289,3.937,11.465,11.217,6.717,1.521,0.818,0.43,11.513,5.722,2.988,9.17,1.26,11.501,6.456
n01440764_3997.JPEG,9.122,4.02,0.347,0.795,9.835,7.005,8.673,4.362,1.254,0.248,8.155,5.22,11.36,11.513,0.347,5.13,10.334,8.348,4.785,7.841,0.838,3.074,7.369,8.958,7.203,7.946,0.846,11.27,0.359,2.592,4.085,7.813,1.519,0.772,8.378,9.088,3.189,5.819,4.72,8.015,1.131,9.902,0.816,0.426,3.183,2.813,7.445,3.996,9.362,8.875,9.975,0.849,6.328,1.046,1.41,7.784,6.511,9.196,4.23,0.742,6.676,4.109,4.305,5.224,2.064,2.585,1.905,3.604,9.904,1.418,0.511,1.092,8.345,5.947,7.237,6.141,8.814,0.369,0.47,5.111
n01440764_4003.JPEG,1.493,0.257,0.5,0.59,3.035,6.204,4.449,0.394,0.238,1.381,9.424,0.626,2.085,11.513,0.322,0.575,1.38,5.144,0.395,1.226,1.076,0.882,2.623,0.53,7.706,0.528,0.242,3.899,0.41,0.894,0.145,1.303,0.356,0.272,0.966,2.055,0.275,0.376,0.297,0.831,0.266,2.726,0.444,0.318,0.383,0.162,1.659,0.278,2.539,4.582,2.337,0.282,1.654,0.807,0.519,1.518,2.04,0.656,0.273,0.586,0.245,0.363,0.371,0.266,0.586,0.352,0.721,0.415,3.591,8.178,0.169,4.779,1.975,0.405,5.427,0.989,2.133,0.497,0.27,1.662
n01440764_4005.JPEG,8.595,3.146,4.131,5.045,9.165,7.952,10.784,4.845,0.793,0.963,10.125,3.067,10.656,11.512,0.267,5.566,1.71,7.193,3.094,2.535,2.544,6.814,10.779,1.851,8.408,2.396,3.518,11.093,1.521,0.845,2.457,5.694,2.598,1.095,2.941,6.424,2.341,5.892,3.84,4.358,2.353,9.161,2.189,1.576,3.7,3.201,6.991,2.339,8.819,8.9,9.733,1.588,9.146,5.161,1.865,8.252,8.171,4.095,2.192,2.412,0.608,2.859,3.774,4.155,3.762,0.128,3.561,3.168,9.827,8.019,0.359,3.206,5.309,4.734,6.846,7.938,10.017,1.346,0.501,5.822
n01440764_4058.JPEG,8.206,2.977,3.246,0.743,8.228,8.492,7.741,4.418,1.214,0.369,6.751,3.896,11.086,8.705,0.395,3.086,10.349,9.586,3.933,6.76,0.353,2.727,8.707,7.703,8.71,4.097,1.507,11.004,0.846,2.326,3.286,5.819,0.963,0.655,8.373,7.07,1.501,3.186,1.723,7.951,1.2,9.101,1.312,0.3,5.128,2.612,7.846,1.118,10.237,9.06,9.327,1.116,7.574,1.72,1.581,7.586,6.195,8.455,2.451,0.746,4.729,4.192,4.312,4.503,0.445,1.522,1.501,3.041,10.065,7.177,3.938,2.172,7.301,5.789,5.941,4.66,9.393,1.224,0.95,7.507
n01440764_4074.JPEG,0.405,1.917,0.819,0.42,0.68,0.561,1.883,1.781,0.116,1.582,1.317,0.59,9.177,1.099,0.401,0.429,6.48,7.541,0.947,4.105,0.795,0.966,1.046,2.11,0.408,0.329,0.381,5.337,0.12,1.076,1.523,1.288,0.118,0.129,2.267,1.771,0.625,0.444,0.28,3.534,0.112,5.625,0.313,0.649,0.348,0.186,8.647,0.514,6.682,8.316,8.629,0.382,0.363,0.663,0.064,5.235,1.421,1.331,0.387,0.355,0.417,0.854,2.694,0.26,0.705,0.534,0.168,0.218,4.899,4.51,0.538,0.537,0.831,1.09,0.314,1.364,4.205,0.438,0.308,6.554
n01440764_4106.JPEG,6.749,3.505,1.313,1.247,6.268,8.399,9.121,6.266,1.384,0.302,11.458,7.356,11.045,11.513,0.46,2.95,0.745,7.813,2.896,3.099,0.597,2.607,6.995,2.836,11.498,2.347,1.977,6.953,1.36,3.066,3.429,3.421,1.266,1.34,2.647,4.096,2.985,3.797,2.856,3.82,1.872,7.338,0.859,1.191,2.523,1.617,6.978,1.933,8.571,8.012,8.759,4.814,4.111,0.961,1.743,6.665,5.069,2.672,2.369,1.061,2.608,4.152,2.672,3.504,1.005,0.278,2.479,3.596,7.721,9.088,0.576,3.463,1.972,5.088,7.616,3.783,7.787,1.579,4.743,3.623
n01440764_413.JPEG,4.78,4.213,1.146,0.923,6.945,5.53,5.402,4.609,2.124,0.911,8.03,2.082,5.134,11.512,1.182,1.355,3.6,6.594,5.228,5.011,2.947,1.006,7.047,2.009,9.839,3.576,0.933,7.916,1.867,0.526,5.465,3.149,2.122,3.001,4.716,5.406,5.534,3.278,5.055,5.98,3.665,6.625,2.41,0.819,5.88,5.541,4.809,4.031,5.653,7.962,7.542,1.011,3.434,2.183,3.077,6.506,1.729,2.304,5.461,1.083,1.039,3.597,4.481,3.276,1.38,0.189,1.899,3.861,7.075,8.629,0.994,5.602,4.336,5.993,5.038,5.087,7.518,0.914,2.138,6.858
n01440764_416.JPEG,8.424,7.126,2.305,2.904,9.479,6.977,8.389,10.811,3.512,0.673,11.401,11.511,10.854,11.513,0.675,5.009,1.915,7.755,7.562,6.331,0.315,2.331,9.084,3.98,10.558,7.372,5.596,11.123,3.303,0.449,7.927,8.179,4.401,6.589,5.511,7.098,5.677,8.899,7.323,5.408,4.583,10.506,3.708,3.932,7.939,5.909,9.379,6.416,11.392,9.431,10.357,8.482,9.285,0.61,2.542,7.575,8.267,5.931,6.653,2.53,5.754,7.612,5.824,11.51,2.067,0.892,0.92,6.579,11.045,11.011,0.528,4.685,0.295,11.443,10.153,6.4,9.563,2.323,3.427,2.927
n01440764_4167.JPEG,5.435,3.678,0.395,0.399,8.905,5.415,3,2.093,0.39,0.543,8.001,2.896,10.322,11.513,0.056,0.156,8.321,7.949,2.904,6.419,0.205,0.419,2.626,5.474,10.512,3.594,0.56,9.282,0.136,0.504,2.855,5.404,0.19,0.314,2.79,5.506,1.396,0.673,3.136,6.195,0.874,5.718,0.466,0.195,2.535,1.857,10.791,1.715,6.633,8.627,8.115,0.882,1.902,0.633,0.624,5.637,4.431,3.494,2.001,0.475,1.965,2.511,2.901,1.896,0.506,0.352,0.622,2.131,8.224,5.356,0.197,7.791,2.51,2.456,8.809,1.324,8.009,0.231,0.247,9.425
n01440764_421.JPEG,7.198,5.485,1.509,0.818,7.795,7.428,8.354,7.992,1.951,0.731,10.816,6.143,11.228,11.513,0.563,2.327,6.528,7.676,5.147,5.679,3.929,1.983,6.735,6.044,8.65,4.748,0.788,11.241,1.424,0.277,5.631,5.922,3.306,3.041,6.028,7.855,5.406,4.612,6.153,5.293,3.394,9.613,1.448,0.568,6.378,4.641,11.19,5.581,8.945,8.687,9.708,1.433,8.759,0.63,3.399,7.646,7.529,5.41,5.968,2.179,4.324,5.657,5.632,5.202,1.823,0.943,0.25,4.581,9.853,9.879,1.253,8.977,1.636,6.494,7.691,2.453,8.58,0.901,0.565,8.155
n01440764_4221.JPEG,1.145,2.594,0.959,0.495,6.144,4.766,4.52,1.855,1.11,0.57,6.355,2.875,9.005,11.512,0.039,1.891,5.741,5.892,1.899,3.407,0.311,2.547,3.204,4.253,9.485,2.631,0.587,4.331,0.394,0.334,1.269,1.897,0.899,0.841,1.583,4.051,1.21,2.278,2.713,4.366,0.802,3.711,1.376,0.744,1.423,0.915,8.127,1.182,4.291,4.491,5.842,0.541,4.075,0.822,0.844,1.366,1.176,2.04,1.458,1.053,2.06,1.442,1.82,2.498,1.162,2.665,3.616,1.556,2.205,10.261,0.255,1.969,2.656,3.064,6.548,4.376,3.765,0.754,0.643,7.173
n01440764_4245.JPEG,6.844,3.835,0.447,0.861,6.527,6.804,6.562,1.255,0.359,0.367,9.663,0.36,10.675,9.076,0.399,0.522,1.053,7.13,3.012,5.497,0.217,0.37,5.641,3.509,5.011,2.672,0.194,11.265,0.364,0.404,2.177,5.329,0.4,0.11,4.413,7.326,3.115,1.349,3.838,5.469,0.807,7.28,0.363,0.198,4.054,1.427,7.252,2.795,7.741,7.986,9.198,0.604,0.574,0.457,0.098,7.331,4.286,3.938,2.915,0.6,0.048,2.898,4.155,0.829,0.141,0.664,0.129,3.138,7.392,9.444,0.132,4.873,3.11,1.455,3.877,0.486,7.129,0.292,0.45,6.584
n01440764_4260.JPEG,10.093,4.046,0.924,0.503,7.017,9.224,11.391,3.673,0.607,0.65,10.881,6.562,10.927,11.513,0.185,2.374,5.538,8.525,3.218,5.27,0.398,1.043,10.239,5.859,11.712,5.312,0.754,11.119,0.372,0.157,3.597,6.129,1.242,1.62,2.833,7.434,3.151,1.295,4.174,7.009,1.155,9.151,0.887,0.867,3.016,2.18,7.73,1.73,10.776,9.033,10.248,1.883,6.676,0.57,1.636,9.579,8.347,4.856,2.11,0.257,3.363,3.25,3.012,8.267,0.503,0.867,2.509,2.495,10.503,11.417,0.526,5.901,6.432,6.191,8.137,4.688,9.076,2.919,0.184,5.929
n01440764_4279.JPEG,9.501,3.423,0.682,0.381,9.406,8.863,9.366,5.86,1.375,0.425,9.521,6.226,10.329,11.513,0.73,2.961,7.98,8.994,2.973,5.501,0.257,1.466,8.285,6.987,9.844,4.582,1.029,8.87,0.333,1.616,3.672,6.575,1.461,0.293,4.942,6.047,1.791,3.01,3.689,6.028,2.441,7.862,2.53,1.071,3.327,3.201,10.914,2.591,7.9,9.411,9.219,2.5,5.911,7.705,1.822,5.972,7.198,4.251,3.528,1.093,2.977,3.08,1.419,6.256,1.016,0.19,2.938,2.763,9.24,9.839,3.85,6.605,6.082,6.458,4.812,5.086,9.411,4.8,0.671,5.313
n01440764_4341.JPEG,8.085,4.467,5.968,6.004,8.25,6.1,11.06,3.46,1.139,1.47,11.108,4.341,10.193,11.51,0.132,4.869,6.968,6.479,3.923,5.565,0.501,6.24,8.193,7.142,10.348,6.261,6.017,11.086,1.968,0.562,4.145,7.658,2.173,1.488,4.783,8.14,3.976,7.733,4.541,7.739,2.214,8.466,2.908,0.835,5.669,3.457,9.231,3.137,8.406,9.286,9.88,3.573,8.463,2.216,1.484,7.861,6.357,5.509,3.766,1.541,2.316,5.211,4.218,4.397,5.652,0.254,3.257,2.752,9.317,10.341,0.324,5.373,7.033,4.705,6.316,7.197,7.949,5.329,0.994,8.306
n01440764_4360.JPEG,1.21,1.822,0.433,0.515,3.661,3.273,3.498,1.158,0.201,1.563,5.75,0.333,4.721,11.513,0.473,0.753,7.284,5.672,1.939,5.131,0.769,0.159,2.811,3.99,10.742,1.581,0.224,6.666,0.121,0.564,1.125,4.42,0.29,0.258,3.646,4.32,1.059,0.566,2.185,5.709,0.626,5.151,0.324,0.567,1.94,1.008,8.135,0.802,6.177,7.18,7.157,0.463,0.9,0.695,0.861,2.304,2.753,3.799,0.942,0.452,1.026,1.548,1.69,0.746,0.692,0.319,0.565,1.378,5.359,7.653,0.581,4.4,2.14,0.715,2.042,0.679,2.444,0.585,0.327,5.555
n01440764_4377.JPEG,7.069,3.847,2.218,2.498,8.969,7.414,7.288,2.257,0.469,0.258,6.41,1.843,11.019,11.513,0.434,1.653,10.304,8.807,2.616,6.533,0.524,3.323,6.985,5.58,1.952,4.14,5.475,11.08,0.107,0.529,4.007,6.699,0.338,0.473,6.093,8.15,2.387,5.919,4.276,7.837,0.724,9.046,0.096,3.493,3.186,1.162,6.882,2.144,10.448,9.516,10.261,0.954,3.338,1.819,0.37,7.725,5.32,5.549,1.855,2.581,4.696,3.26,4.81,3.644,1.939,1.159,4.824,2.237,10.454,0.359,0.44,4.86,0.651,2.097,0.857,2.196,8.32,5.411,0.887,5.523
n01440764_438.JPEG,8.98,5.194,1.547,5.416,5.758,7.657,11.327,8.677,1.381,0.781,9.582,6.496,11.205,11.512,0.522,4.358,1.345,5.593,4.748,3.458,2.832,7.671,9.693,2.678,10.801,5.864,5.13,10.876,0.532,0.345,3.778,4.095,2.804,1.974,3.731,5.043,4.431,8.936,5.123,3.39,2.814,8.911,1.719,3.216,4.422,3.36,10.957,3.963,11.362,8.999,9.985,4.822,8.531,0.424,1.372,8.966,8.201,5.396,3.668,0.937,1.046,4.32,3.743,5.741,7.573,0.891,3.084,4.558,10.656,11.426,0.352,3.921,4.869,6.35,6.522,8.069,10.113,2.774,1.786,5.798
n01440764_4397.JPEG,1.442,0.856,0.077,0.228,3.574,2.417,0.757,0.586,0.691,0.553,7.787,0.592,1.81,1.217,0.197,0.33,1.837,3.415,0.788,1.513,0.344,0.551,1.182,0.577,1.48,0.393,0.368,2.514,0.149,0.199,1.299,0.458,0.197,0.668,0.923,2.361,0.825,0.277,0.899,0.615,0.551,2.069,0.782,0.229,1.174,1.052,2.467,0.57,2.099,5.524,2.167,0.31,1.326,2.195,0.209,0.682,0.634,0.538,1.174,0.275,0.172,0.502,1.539,0.674,0.233,0.385,0.17,0.675,4.51,0.733,0.194,1.694,0.97,0.965,0.645,2.403,2.592,0.245,0.879,5.757
n01440764_44.JPEG,6.992,5.257,0.73,0.397,10.069,7.458,8.18,9.782,3.1,0.645,8.204,6.653,10.141,11.513,0.402,1.895,2.846,8.252,4.823,5.811,0.475,0.589,7.798,3.226,11.11,4.444,0.183,10.01,1.124,0.154,4.463,2.794,2.979,3.724,4.728,2.918,4.977,0.986,4.79,4.723,4.217,8.458,2.972,0.3,5.26,4.113,10.048,3.952,8.834,7.795,8.209,1.044,3.167,4.09,2.242,6.567,5.212,3.809,4.079,4.333,1.668,5.47,4.606,6.655,0.183,0.203,0.245,4.656,9.752,7.561,0.964,10.141,5.925,4.355,6.093,2.312,7.832,0.219,4.332,6.502
n01440764_4409.JPEG,6.587,4.942,2.012,5.919,8.1,3.748,6.952,3.39,1.82,1.03,2.867,4.44,10.189,11.513,2.227,7.959,8.829,7.854,5.278,7.481,0.498,10.522,8.055,5.673,3.825,8.196,6.892,11.211,3.316,0.401,3.503,7.529,3.222,4.77,7.623,8.275,4.972,11.512,5.374,8.795,2.543,8.487,1.701,3.863,5.816,5.779,9.704,5.665,7.985,6.604,10.135,4.493,7.812,2.79,2.588,6.815,6.831,8.764,4.123,2.102,6.206,5.144,5.643,6.983,7.142,1.151,4.802,4.044,10.854,6.18,0.546,4.13,11.512,5.113,1.996,5.844,9.877,1.822,0.257,5.101
n01440764_4436.JPEG,2.914,1.688,0.266,0.601,6.97,7.13,7.945,1.611,0.509,0.488,1.091,2.911,10.67,11.227,0.034,2.172,8.459,8.296,1.214,5.293,0.175,1.771,3.311,4.979,0.43,0.509,0.481,10.114,0.182,0.236,0.594,2.938,0.126,0.208,2.985,2.908,0.865,1.53,1.367,5.121,0.668,6.887,0.371,0.286,1.562,0.409,9.551,0.385,8.671,9.112,8.795,0.392,3.811,0.833,0.191,6.604,5.047,3.574,0.493,1.017,0.553,1.159,0.877,0.565,0.585,0.076,0.344,2.265,8.665,1.411,0.449,6.294,1.378,0.903,1.516,3.843,9.177,0.674,1.017,1.719
n01440764_4448.JPEG,2.539,2.476,2.395,0.331,0.541,0.737,5.193,0.715,0.27,1.325,0.445,1.526,7.669,4.135,1.194,0.555,6.253,5.83,1.956,3.917,0.633,0.574,3.66,1.343,0.698,0.713,0.389,8.837,0.154,0.477,1.96,3.457,0.063,0.258,2.46,3.982,1.159,0.4,2.149,2.995,0.441,5.825,0.134,0.238,2.063,0.884,4.092,0.685,7.545,8.424,8.927,0.521,0.905,0.489,0.573,2.847,1.942,0.313,1.249,1.15,0.759,2.312,0.751,0.314,1.733,0.355,2.285,1.801,6.697,2.904,0.23,0.309,0.337,0.488,0.672,0.205,5.285,0.309,0.407,0.698
n01440764_4478.JPEG,5.988,1.11,0.412,0.39,7.103,9.948,8.528,1.29,0.42,0.467,7.808,0.915,10.752,7.886,0.202,0.266,0.824,6.926,1.307,1.901,0.346,0.193,5.425,0.573,8.468,0.489,0.322,8.153,0.163,0.263,1.092,0.844,0.625,0.515,2.028,3.533,0.748,0.662,0.73,0.825,0.709,5.741,0.664,0.394,1.143,0.833,9.589,0.61,6.938,8.287,7.317,0.68,4.358,0.548,0.388,6.546,5.541,2.08,1.022,0.446,0.116,1.281,0.962,0.876,0.518,1.505,0.429,0.598,8.178,2.531,0.289,5.047,4.797,1.383,1.028,4.257,7.02,1.174,0.423,4.081
